transaction_id,customer_id,account_id,date,amount,transaction_type,category,merchant,payment_method,location
T00000579,C100003,A200004,2026-07-31,717.98,Debit,Fuel,HP Petrol Pump,Debit Card,Bengaluru
T00000580,C100003,A200005,2026-03-01,2481.85,Debit,Transfer,P2P Transfer,NEFT,Bengaluru
T00000581,C100003,A200004,2026-07-30,206.02,Debit,Entertainment,Netflix,Credit Card,Bengaluru
T00000582,C100003,A200005,2026-07-16,982.66,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000583,C100003,A200005,2026-05-04,898.44,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000584,C100003,A200005,2026-06-19,1997.63,Debit,Fuel,HP Petrol Pump,UPI,Bengaluru
T00000585,C100003,A200005,2026-02-19,180.04,Debit,Fuel,Indian Oil,Credit Card,Bengaluru
T00000586,C100003,A200005,2026-05-28,858.31,Debit,Entertainment,PVR,Credit Card,Bengaluru
T00000587,C100003,A200005,2026-03-06,6366.43,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000588,C100003,A200005,2026-03-01,1589.76,Debit,Fuel,HP Petrol Pump,Credit Card,Bengaluru
T00000589,C100003,A200005,2026-06-18,1614.8,Debit,Fuel,Indian Oil,UPI,Bengaluru
T00000590,C100003,A200004,2026-04-12,5448.21,Debit,Bills,Airtel,UPI,Bengaluru
T00000591,C100003,A200005,2026-07-13,1115.31,Debit,Fuel,Indian Oil,UPI,Bengaluru
T00000592,C100003,A200005,2026-06-13,536.32,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000593,C100003,A200005,2026-07-30,356.43,Debit,Fuel,HP Petrol Pump,UPI,Bengaluru
T00000594,C100003,A200004,2026-05-13,130.18,Debit,Fuel,HP Petrol Pump,UPI,Bengaluru
T00000595,C100003,A200005,2026-07-21,1681.09,Debit,Fuel,Indian Oil,Net Banking,Bengaluru
T00000596,C100003,A200005,2026-05-03,958.37,Debit,Fuel,HP Petrol Pump,Credit Card,Bengaluru
T00000597,C100003,A200004,2026-07-11,397.67,Debit,Travel,IndiGo,UPI,Bengaluru
T00000598,C100003,A200004,2026-07-28,7442.63,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000599,C100003,A200004,2026-07-22,84.49,Debit,Fuel,HP Petrol Pump,Credit Card,Bengaluru
T00000600,C100003,A200004,2026-02-27,1271.81,Debit,Shopping,Amazon,Net Banking,Bengaluru
T00000601,C100003,A200004,2026-06-09,1748.09,Debit,Fuel,Indian Oil,Cash,Bengaluru
T00000602,C100003,A200005,2026-05-27,2705.31,Debit,Fuel,Indian Oil,Net Banking,Bengaluru
T00000603,C100003,A200004,2026-06-13,1949.87,Debit,Other,Misc Merchant,Credit Card,Bengaluru
T00000604,C100003,A200005,2026-07-01,1735.39,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000605,C100003,A200005,2026-06-30,792.06,Debit,Fuel,HP Petrol Pump,Credit Card,Bengaluru
T00000606,C100003,A200004,2026-04-07,872.73,Debit,Fuel,HP Petrol Pump,NEFT,Bengaluru
T00000607,C100003,A200004,2026-05-09,335.06,Debit,Fuel,HP Petrol Pump,Net Banking,Bengaluru
T00000608,C100003,A200005,2026-02-28,229.5,Debit,Entertainment,BookMyShow,Net Banking,Bengaluru
T00000609,C100003,A200005,2026-07-23,811.78,Debit,Other,Misc Merchant,UPI,Bengaluru
T00000610,C100003,A200004,2026-05-18,395.46,Debit,Healthcare,Local Clinic,Debit Card,Bengaluru
T00000611,C100003,A200005,2026-02-17,3371.22,Debit,Fuel,Indian Oil,Cash,Bengaluru
T00000612,C100003,A200005,2026-04-08,207.69,Debit,Bills,Airtel,NEFT,Bengaluru
T00000613,C100003,A200005,2026-02-18,1013.35,Debit,Other,Misc Merchant,UPI,Bengaluru
T00000614,C100003,A200004,2026-07-25,2062.55,Debit,Fuel,Indian Oil,Debit Card,Bengaluru
T00000615,C100003,A200004,2026-07-07,1722.18,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000616,C100003,A200005,2026-06-16,3425.24,Debit,Other,Misc Merchant,UPI,Bengaluru
T00000617,C100003,A200004,2026-02-27,37.16,Debit,Bills,Jio,Debit Card,Bengaluru
T00000618,C100003,A200004,2026-07-25,3656.28,Debit,Fuel,Indian Oil,Cash,Bengaluru
T00000619,C100003,A200005,2026-07-18,5148.89,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000620,C100003,A200004,2026-04-26,669.72,Debit,Entertainment,Netflix,NEFT,Bengaluru
T00000621,C100003,A200005,2026-07-25,557.21,Debit,Entertainment,BookMyShow,Cash,Bengaluru
T00000622,C100003,A200004,2026-07-06,4066.16,Debit,Fuel,Indian Oil,NEFT,Bengaluru
T00000623,C100003,A200004,2026-08-01,1430.01,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000624,C100003,A200005,2026-03-09,927.67,Debit,Entertainment,PVR,Net Banking,Bengaluru
T00000625,C100003,A200005,2026-05-12,1001.07,Debit,Fuel,HP Petrol Pump,Net Banking,Bengaluru
T00000626,C100003,A200005,2026-07-22,2284.57,Debit,Travel,Ola,Net Banking,Bengaluru
T00000627,C100003,A200004,2026-03-30,1059.19,Debit,Rent,Landlord Transfer,Debit Card,Bengaluru
T00000628,C100003,A200004,2026-03-22,20.0,Debit,Fuel,HP Petrol Pump,NEFT,Bengaluru
T00000629,C100003,A200005,2026-04-17,3000.94,Debit,Fuel,Indian Oil,NEFT,Bengaluru
T00000630,C100003,A200004,2026-04-21,1592.41,Debit,Entertainment,PVR,Net Banking,Bengaluru
T00000631,C100003,A200005,2026-03-15,926.81,Debit,Fuel,HP Petrol Pump,Credit Card,Bengaluru
T00000632,C100003,A200004,2026-07-30,2171.96,Debit,Entertainment,PVR,NEFT,Bengaluru
T00000633,C100003,A200004,2026-05-14,357.71,Debit,Fuel,HP Petrol Pump,UPI,Bengaluru
T00000634,C100003,A200004,2026-05-24,216.87,Debit,Healthcare,Apollo Pharmacy,Net Banking,Bengaluru
T00000635,C100003,A200004,2026-03-12,20.0,Debit,Fuel,Indian Oil,NEFT,Bengaluru
T00000636,C100003,A200004,2026-05-12,2092.6,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000637,C100003,A200004,2026-02-06,957.7,Debit,Fuel,HP Petrol Pump,Net Banking,Bengaluru
T00000638,C100003,A200004,2026-07-28,337.2,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000639,C100003,A200005,2026-04-10,4078.24,Debit,Investment,Zerodha,NEFT,Bengaluru
T00000640,C100003,A200005,2026-05-12,714.95,Debit,Fuel,HP Petrol Pump,Credit Card,Bengaluru
T00000641,C100003,A200004,2026-02-20,3137.81,Debit,Fuel,HP Petrol Pump,NEFT,Bengaluru
T00000642,C100003,A200004,2026-02-27,4585.42,Debit,Fuel,HP Petrol Pump,UPI,Bengaluru
T00000643,C100003,A200005,2026-02-04,1277.85,Debit,Food,Swiggy,UPI,Bengaluru
T00000644,C100003,A200004,2026-04-12,633.35,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000645,C100003,A200004,2026-02-12,1449.93,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000646,C100003,A200005,2026-07-30,1659.38,Debit,Other,Misc Merchant,Credit Card,Bengaluru
T00000647,C100003,A200004,2026-03-19,2868.41,Debit,Other,Misc Merchant,NEFT,Bengaluru
T00000648,C100003,A200005,2026-04-24,471.4,Debit,Bills,Electricity Board,Debit Card,Bengaluru
T00000649,C100003,A200005,2026-07-02,6073.69,Debit,Food,Zomato,Cash,Bengaluru
T00000650,C100003,A200004,2026-05-07,1841.96,Debit,Fuel,HP Petrol Pump,Net Banking,Bengaluru
T00000651,C100003,A200005,2026-03-21,701.5,Debit,Fuel,Indian Oil,Cash,Bengaluru
T00000652,C100003,A200005,2026-02-28,138.41,Debit,Investment,Zerodha,UPI,Bengaluru
T00000653,C100003,A200005,2026-05-09,320.61,Debit,Bills,Airtel,NEFT,Bengaluru
T00000654,C100003,A200004,2026-07-16,3774.39,Debit,Other,Misc Merchant,Credit Card,Bengaluru
T00000655,C100003,A200005,2026-07-19,2893.0,Debit,Fuel,HP Petrol Pump,Net Banking,Bengaluru
T00000656,C100003,A200005,2026-02-07,537.06,Debit,Entertainment,Netflix,Credit Card,Bengaluru
T00000657,C100003,A200005,2026-03-23,184.15,Debit,Healthcare,Local Clinic,NEFT,Bengaluru
T00000658,C100003,A200004,2026-05-01,386.99,Debit,Bills,Jio,NEFT,Bengaluru
T00000659,C100003,A200004,2026-05-05,5316.86,Debit,Fuel,HP Petrol Pump,Net Banking,Bengaluru
T00000660,C100003,A200005,2026-07-17,164.04,Debit,Fuel,Indian Oil,Debit Card,Bengaluru
T00000661,C100003,A200004,2026-04-20,478.94,Debit,Fuel,HP Petrol Pump,Credit Card,Bengaluru
T00000662,C100003,A200005,2026-03-24,2298.6,Debit,Fuel,HP Petrol Pump,NEFT,Bengaluru
T00000663,C100003,A200004,2026-07-06,1119.12,Debit,Food,Local Restaurant,Net Banking,Bengaluru
T00000664,C100003,A200004,2026-02-12,62.9,Debit,Fuel,HP Petrol Pump,UPI,Bengaluru
T00000665,C100003,A200005,2026-08-01,3329.2,Debit,Food,Local Restaurant,NEFT,Bengaluru
T00000666,C100003,A200004,2026-03-04,1506.41,Debit,Education,Coursera,Cash,Bengaluru
T00000667,C100003,A200005,2026-05-09,1241.06,Debit,Food,Cafe Coffee Day,NEFT,Bengaluru
T00000668,C100003,A200004,2026-02-03,4396.97,Debit,Bills,Jio,Credit Card,Bengaluru
T00000669,C100003,A200005,2026-05-18,1697.34,Debit,Food,Zomato,Credit Card,Bengaluru
T00000670,C100003,A200004,2026-03-21,3777.88,Debit,Bills,Airtel,Cash,Bengaluru
T00000671,C100003,A200004,2026-06-02,101.94,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000672,C100003,A200004,2026-07-09,1426.37,Debit,Bills,Jio,Net Banking,Bengaluru
T00000673,C100003,A200004,2026-04-22,658.19,Debit,Entertainment,Netflix,Debit Card,Bengaluru
T00000674,C100003,A200005,2026-04-10,2272.93,Debit,Shopping,Myntra,Credit Card,Bengaluru
T00000675,C100003,A200004,2026-06-26,584.25,Debit,Other,Misc Merchant,Credit Card,Bengaluru
T00000676,C100003,A200005,2026-02-18,980.43,Debit,Investment,SIP Auto-debit,UPI,Bengaluru
T00000677,C100003,A200005,2026-07-11,2069.16,Debit,Bills,Electricity Board,NEFT,Bengaluru
T00000678,C100003,A200005,2026-02-28,1157.45,Debit,Entertainment,Netflix,Debit Card,Bengaluru
T00000679,C100003,A200005,2026-03-09,1490.42,Debit,Food,Cafe Coffee Day,Credit Card,Bengaluru
T00000680,C100003,A200004,2026-06-11,277.41,Debit,Entertainment,Spotify,Debit Card,Bengaluru
T00000681,C100003,A200005,2026-06-28,1843.04,Debit,Other,Misc Merchant,UPI,Bengaluru
T00000682,C100003,A200005,2026-03-14,366.43,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000683,C100003,A200004,2026-02-25,2658.35,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000684,C100003,A200005,2026-05-05,100.65,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000685,C100003,A200005,2026-06-22,2283.57,Debit,Fuel,Indian Oil,Net Banking,Bengaluru
T00000686,C100003,A200004,2026-03-09,423.87,Debit,Fuel,Indian Oil,Debit Card,Bengaluru
T00000687,C100003,A200004,2026-06-10,1747.45,Debit,Bills,Airtel,Cash,Bengaluru
T00000688,C100003,A200004,2026-04-16,127.1,Debit,Investment,Groww,UPI,Bengaluru
T00000689,C100003,A200005,2026-05-28,1427.08,Debit,Other,Misc Merchant,NEFT,Bengaluru
T00000690,C100003,A200004,2026-04-05,652.58,Debit,Healthcare,1mg,Credit Card,Bengaluru
T00000691,C100003,A200005,2026-06-20,641.04,Debit,Food,Local Restaurant,Net Banking,Bengaluru
T00000692,C100003,A200004,2026-07-19,5305.21,Debit,Rent,Landlord Transfer,Debit Card,Bengaluru
T00000693,C100003,A200004,2026-02-17,326.31,Debit,Food,Swiggy,Cash,Bengaluru
T00000694,C100003,A200004,2026-04-06,2472.77,Debit,Fuel,Indian Oil,UPI,Bengaluru
T00000695,C100003,A200004,2026-05-16,899.55,Debit,Bills,Water Dept,NEFT,Bengaluru
T00000696,C100003,A200005,2026-06-25,507.06,Debit,Other,Misc Merchant,NEFT,Bengaluru
T00000697,C100003,A200004,2026-05-14,447.35,Debit,Bills,Water Dept,UPI,Bengaluru
T00000698,C100003,A200004,2026-04-06,1126.24,Debit,Fuel,HP Petrol Pump,UPI,Bengaluru
T00000699,C100003,A200004,2026-05-31,170.14,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000700,C100003,A200004,2026-05-13,1269.31,Debit,Other,Misc Merchant,NEFT,Bengaluru
T00000701,C100003,A200004,2026-02-09,105.83,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000702,C100003,A200005,2026-04-08,60.42,Debit,Food,Local Restaurant,Cash,Bengaluru
T00000703,C100003,A200004,2026-07-31,102334.48,Credit,Salary,Employer,NEFT,Bengaluru
T00000704,C100003,A200004,2026-06-30,104212.67,Credit,Salary,Employer,NEFT,Bengaluru
T00000705,C100003,A200004,2026-06-01,106659.66,Credit,Salary,Employer,NEFT,Bengaluru
T00000706,C100003,A200004,2026-05-01,106672.44,Credit,Salary,Employer,NEFT,Bengaluru
T00000707,C100003,A200004,2026-04-01,106034.47,Credit,Salary,Employer,NEFT,Bengaluru
T00000708,C100003,A200004,2026-03-02,101596.72,Credit,Salary,Employer,NEFT,Bengaluru
T00000709,C100004,A200006,2026-03-10,1394.75,Debit,Food,Swiggy,UPI,Hyderabad
T00000710,C100004,A200006,2026-05-09,656.18,Debit,ATM,ATM Withdrawal,Cash,Hyderabad
T00000711,C100004,A200006,2026-05-10,578.59,Debit,Healthcare,Local Clinic,Credit Card,Hyderabad
T00000712,C100004,A200006,2026-03-14,287.9,Debit,Other,Misc Merchant,Debit Card,Hyderabad
T00000713,C100004,A200006,2026-06-25,1915.51,Debit,Investment,Groww,Debit Card,Hyderabad
T00000714,C100004,A200006,2026-05-22,7139.48,Debit,Food,Local Restaurant,Cash,Hyderabad
T00000715,C100004,A200006,2026-03-06,53.86,Debit,Bills,Electricity Board,Credit Card,Hyderabad
T00000716,C100004,A200006,2026-03-01,12948.38,Debit,Rent,Landlord Transfer,UPI,Hyderabad
T00000717,C100004,A200006,2026-05-14,2210.18,Debit,Other,Misc Merchant,Cash,Hyderabad
T00000718,C100004,A200006,2026-03-10,269.01,Debit,Investment,SIP Auto-debit,Debit Card,Hyderabad
T00000719,C100004,A200006,2026-03-06,961.95,Debit,Investment,Groww,Cash,Hyderabad
T00000720,C100004,A200006,2026-03-16,1544.06,Debit,Bills,Water Dept,Credit Card,Hyderabad
T00000721,C100004,A200006,2026-06-27,1251.33,Debit,Bills,Water Dept,Debit Card,Hyderabad
T00000722,C100004,A200006,2026-07-29,4755.45,Debit,Other,Misc Merchant,Credit Card,Hyderabad
T00000723,C100004,A200006,2026-03-22,4902.58,Debit,Other,Misc Merchant,Credit Card,Hyderabad
T00000724,C100004,A200006,2026-05-18,6882.9,Debit,Food,Swiggy,UPI,Hyderabad
T00000725,C100004,A200006,2026-04-20,955.11,Debit,Travel,Ola,Credit Card,Hyderabad
T00000726,C100004,A200006,2026-07-26,1746.17,Debit,Bills,Jio,UPI,Hyderabad
T00000727,C100004,A200006,2026-05-17,274.76,Debit,Travel,MakeMyTrip,UPI,Hyderabad
T00000728,C100004,A200006,2026-05-01,370.86,Debit,Travel,Uber,Debit Card,Hyderabad
T00000729,C100004,A200006,2026-03-19,511.46,Debit,Rent,Landlord Transfer,Cash,Hyderabad
T00000730,C100004,A200006,2026-07-09,1188.37,Debit,Transfer,P2P Transfer,Cash,Hyderabad
T00000731,C100004,A200006,2026-05-01,681.9,Debit,Education,Udemy,NEFT,Hyderabad
T00000732,C100004,A200006,2026-06-17,2977.99,Debit,Travel,Ola,Net Banking,Hyderabad
T00000733,C100004,A200006,2026-02-28,237.36,Debit,Travel,Ola,Debit Card,Hyderabad
T00000734,C100004,A200006,2026-07-29,101.8,Debit,Transfer,P2P Transfer,Debit Card,Hyderabad
T00000735,C100004,A200006,2026-07-17,2595.36,Debit,Transfer,P2P Transfer,UPI,Hyderabad
T00000736,C100004,A200006,2026-04-06,2866.92,Debit,Travel,Ola,Debit Card,Hyderabad
T00000737,C100004,A200006,2026-04-08,3127.14,Debit,Education,College Fee,Net Banking,Hyderabad
T00000738,C100004,A200006,2026-05-16,728.9,Debit,Travel,Uber,Cash,Hyderabad
T00000739,C100004,A200006,2026-02-14,6372.49,Debit,Food,Zomato,UPI,Hyderabad
T00000740,C100004,A200006,2026-06-07,2102.27,Debit,Education,Udemy,Cash,Hyderabad
T00000741,C100004,A200006,2026-07-09,84.57,Debit,Bills,Jio,NEFT,Hyderabad
T00000742,C100004,A200006,2026-02-08,1518.83,Debit,Travel,MakeMyTrip,UPI,Hyderabad
T00000743,C100004,A200006,2026-07-10,907.56,Debit,Rent,Landlord Transfer,Credit Card,Hyderabad
T00000744,C100004,A200006,2026-02-06,6228.06,Debit,Rent,Landlord Transfer,Credit Card,Hyderabad
T00000745,C100004,A200006,2026-04-17,1533.27,Debit,Transfer,P2P Transfer,Credit Card,Hyderabad
T00000746,C100004,A200006,2026-04-02,273.1,Debit,Bills,Jio,NEFT,Hyderabad
T00000747,C100004,A200006,2026-03-31,1299.27,Debit,Travel,IRCTC,Credit Card,Hyderabad
T00000748,C100004,A200006,2026-04-07,1634.83,Debit,Education,Udemy,Credit Card,Hyderabad
T00000749,C100004,A200006,2026-02-07,4290.32,Debit,Fuel,Indian Oil,Net Banking,Hyderabad
T00000750,C100004,A200006,2026-04-10,803.92,Debit,Transfer,P2P Transfer,Credit Card,Hyderabad
T00000751,C100004,A200006,2026-04-01,3979.45,Debit,Transfer,P2P Transfer,UPI,Hyderabad
T00000752,C100004,A200006,2026-07-14,600.91,Debit,Education,Udemy,Debit Card,Hyderabad
T00000753,C100004,A200006,2026-02-19,991.49,Debit,Other,Misc Merchant,Cash,Hyderabad
T00000754,C100004,A200006,2026-05-16,8955.76,Debit,Other,Misc Merchant,Net Banking,Hyderabad
T00000755,C100004,A200006,2026-07-29,117.83,Debit,Education,Udemy,Debit Card,Hyderabad
T00000756,C100004,A200006,2026-04-25,2184.48,Debit,Other,Misc Merchant,NEFT,Hyderabad
T00000757,C100004,A200006,2026-07-03,1135.16,Debit,Food,Cafe Coffee Day,NEFT,Hyderabad
T00000758,C100004,A200006,2026-07-21,2892.13,Debit,Transfer,P2P Transfer,Net Banking,Hyderabad
T00000759,C100004,A200006,2026-06-19,2958.67,Debit,Food,Zomato,Net Banking,Hyderabad
T00000760,C100004,A200006,2026-04-01,1694.89,Debit,Food,Swiggy,Credit Card,Hyderabad
T00000761,C100004,A200006,2026-07-08,564.97,Debit,Other,Misc Merchant,Net Banking,Hyderabad
T00000762,C100004,A200006,2026-07-13,201.83,Debit,Education,College Fee,Net Banking,Hyderabad
T00000763,C100004,A200006,2026-02-22,932.28,Debit,Rent,Landlord Transfer,Net Banking,Hyderabad
T00000764,C100004,A200006,2026-05-02,3542.07,Debit,Transfer,P2P Transfer,UPI,Hyderabad
T00000765,C100004,A200006,2026-06-30,781.46,Debit,Other,Misc Merchant,UPI,Hyderabad
T00000766,C100004,A200006,2026-06-18,912.62,Debit,Transfer,P2P Transfer,Credit Card,Hyderabad
T00000767,C100004,A200006,2026-02-27,5400.33,Debit,Transfer,P2P Transfer,Debit Card,Hyderabad
T00000768,C100004,A200006,2026-04-11,956.02,Debit,Entertainment,Netflix,UPI,Hyderabad
T00000769,C100004,A200006,2026-03-12,2443.04,Debit,ATM,ATM Withdrawal,Cash,Hyderabad
T00000770,C100004,A200006,2026-07-03,4258.44,Debit,ATM,ATM Withdrawal,NEFT,Hyderabad
T00000771,C100004,A200006,2026-06-14,20.0,Debit,Rent,Landlord Transfer,Cash,Hyderabad
T00000772,C100004,A200006,2026-06-23,3068.64,Debit,Fuel,Indian Oil,Net Banking,Hyderabad
T00000773,C100004,A200006,2026-03-06,882.94,Debit,Transfer,P2P Transfer,UPI,Hyderabad
T00000774,C100004,A200006,2026-04-22,505.41,Debit,Transfer,P2P Transfer,Credit Card,Hyderabad
T00000775,C100004,A200006,2026-03-05,10285.64,Debit,Transfer,P2P Transfer,Cash,Hyderabad
T00000776,C100004,A200006,2026-02-05,171.57,Debit,Transfer,P2P Transfer,NEFT,Hyderabad
T00000777,C100004,A200006,2026-06-22,2040.7,Debit,Food,Cafe Coffee Day,Debit Card,Hyderabad
T00000778,C100004,A200006,2026-07-21,84.48,Debit,ATM,ATM Withdrawal,NEFT,Hyderabad
T00000779,C100004,A200006,2026-07-08,4274.58,Debit,Education,College Fee,Credit Card,Hyderabad
T00000780,C100004,A200006,2026-04-06,8601.73,Debit,Other,Misc Merchant,UPI,Hyderabad
T00000781,C100004,A200006,2026-03-08,4918.27,Debit,Fuel,Indian Oil,Debit Card,Hyderabad
T00000782,C100004,A200006,2026-04-16,2410.12,Debit,Travel,MakeMyTrip,Net Banking,Hyderabad
T00000783,C100004,A200006,2026-03-02,1968.05,Debit,ATM,ATM Withdrawal,UPI,Hyderabad
T00000784,C100004,A200006,2026-07-31,1267.62,Debit,Other,Misc Merchant,Cash,Hyderabad
T00000785,C100004,A200006,2026-05-28,955.27,Debit,Education,College Fee,Cash,Hyderabad
T00000786,C100004,A200006,2026-05-23,471.12,Debit,Transfer,P2P Transfer,Cash,Hyderabad
T00000787,C100004,A200006,2026-07-16,4284.38,Debit,Other,Misc Merchant,Net Banking,Hyderabad
T00000788,C100004,A200006,2026-02-12,6783.73,Debit,Travel,MakeMyTrip,NEFT,Hyderabad
T00000789,C100004,A200006,2026-05-08,1270.87,Debit,Transfer,P2P Transfer,NEFT,Hyderabad
T00000790,C100004,A200006,2026-03-15,3874.31,Debit,Investment,Zerodha,Debit Card,Hyderabad
T00000791,C100004,A200006,2026-06-13,3815.38,Debit,Entertainment,PVR,Debit Card,Hyderabad
T00000792,C100004,A200006,2026-04-08,1756.61,Debit,Rent,Landlord Transfer,Credit Card,Hyderabad
T00000793,C100004,A200006,2026-03-21,1264.71,Debit,Transfer,P2P Transfer,Credit Card,Hyderabad
T00000794,C100004,A200006,2026-04-10,3926.12,Debit,Food,Local Restaurant,Debit Card,Hyderabad
T00000795,C100004,A200006,2026-04-09,1034.1,Debit,ATM,ATM Withdrawal,UPI,Hyderabad
T00000796,C100004,A200006,2026-05-31,4611.92,Debit,Bills,Water Dept,Net Banking,Hyderabad
T00000797,C100004,A200006,2026-02-14,8413.31,Debit,Investment,Zerodha,Debit Card,Hyderabad
T00000798,C100004,A200006,2026-06-29,555.84,Debit,Food,Cafe Coffee Day,Cash,Hyderabad
T00000799,C100004,A200006,2026-02-19,3181.22,Debit,Travel,IndiGo,UPI,Hyderabad
T00000800,C100004,A200006,2026-05-21,2204.19,Debit,Food,Swiggy,Cash,Hyderabad
T00000801,C100004,A200006,2026-05-24,1309.98,Debit,Transfer,P2P Transfer,Credit Card,Hyderabad
T00000802,C100004,A200006,2026-03-15,1998.23,Debit,Investment,Groww,Net Banking,Hyderabad
T00000803,C100004,A200006,2026-02-19,98.38,Debit,Food,Cafe Coffee Day,Net Banking,Hyderabad
T00000804,C100004,A200006,2026-03-02,1345.19,Debit,Other,Misc Merchant,Cash,Hyderabad
T00000805,C100004,A200006,2026-07-31,65565.61,Credit,Salary,Employer,NEFT,Hyderabad
T00000806,C100004,A200006,2026-07-01,65515.97,Credit,Salary,Employer,NEFT,Hyderabad
T00000807,C100004,A200006,2026-06-02,62767.41,Credit,Salary,Employer,NEFT,Hyderabad
T00000808,C100004,A200006,2026-05-02,65497.87,Credit,Salary,Employer,NEFT,Hyderabad
T00000809,C100004,A200006,2026-04-02,63650.47,Credit,Salary,Employer,NEFT,Hyderabad
T00000810,C100004,A200006,2026-03-02,65374.15,Credit,Salary,Employer,NEFT,Hyderabad
T00000811,C100005,A200007,2026-05-31,62.8,Debit,Transfer,P2P Transfer,Credit Card,Hyderabad
T00000812,C100005,A200007,2026-03-20,177.4,Debit,Rent,Landlord Transfer,Debit Card,Hyderabad
T00000813,C100005,A200007,2026-05-26,102.4,Debit,Rent,Landlord Transfer,Credit Card,Hyderabad
T00000814,C100005,A200007,2026-04-27,2113.03,Debit,ATM,ATM Withdrawal,Credit Card,Hyderabad
T00000815,C100005,A200007,2026-03-15,108.7,Debit,ATM,ATM Withdrawal,UPI,Hyderabad
T00000816,C100005,A200007,2026-03-21,582.69,Debit,Healthcare,Apollo Pharmacy,Cash,Hyderabad
T00000817,C100005,A200007,2026-05-23,8078.75,Debit,Food,Zomato,UPI,Hyderabad
T00000818,C100005,A200007,2026-05-19,59.03,Debit,Shopping,Myntra,Credit Card,Hyderabad
T00000819,C100005,A200007,2026-02-10,4743.98,Debit,Healthcare,Apollo Pharmacy,UPI,Hyderabad
T00000820,C100005,A200007,2026-06-10,198.43,Debit,Shopping,Amazon,UPI,Hyderabad
T00000821,C100005,A200007,2026-07-10,388.79,Debit,Rent,Landlord Transfer,Cash,Hyderabad
T00000822,C100005,A200007,2026-07-21,1477.74,Debit,Shopping,Myntra,Debit Card,Hyderabad
T00000823,C100005,A200007,2026-06-23,1335.2,Debit,Food,Local Restaurant,Cash,Hyderabad
T00000824,C100005,A200007,2026-03-01,472.26,Debit,Rent,Landlord Transfer,Cash,Hyderabad
T00000825,C100005,A200007,2026-06-26,672.23,Debit,Healthcare,Apollo Pharmacy,NEFT,Hyderabad
T00000826,C100005,A200007,2026-05-27,2471.15,Debit,Travel,Uber,UPI,Hyderabad
T00000827,C100005,A200007,2026-03-09,104.15,Debit,Investment,Zerodha,UPI,Hyderabad
T00000828,C100005,A200007,2026-07-26,340.33,Debit,Education,Udemy,NEFT,Hyderabad
T00000829,C100005,A200007,2026-04-28,437.4,Debit,Rent,Landlord Transfer,Credit Card,Hyderabad
T00000830,C100005,A200007,2026-02-19,43.08,Debit,Healthcare,1mg,Net Banking,Hyderabad
T00000831,C100005,A200007,2026-04-30,347.48,Debit,Investment,Groww,UPI,Hyderabad
T00000832,C100005,A200007,2026-06-29,180.59,Debit,Rent,Landlord Transfer,Debit Card,Hyderabad
T00000833,C100005,A200007,2026-02-22,1899.91,Debit,Rent,Landlord Transfer,Debit Card,Hyderabad
T00000834,C100005,A200007,2026-07-04,315.78,Debit,Entertainment,Netflix,NEFT,Hyderabad
T00000835,C100005,A200007,2026-02-19,5061.78,Debit,Travel,IndiGo,Debit Card,Hyderabad
T00000836,C100005,A200007,2026-03-30,548.95,Debit,Rent,Landlord Transfer,UPI,Hyderabad
T00000837,C100005,A200007,2026-06-14,255.8,Debit,Rent,Landlord Transfer,Debit Card,Hyderabad
T00000838,C100005,A200007,2026-04-24,57.16,Debit,ATM,ATM Withdrawal,Net Banking,Hyderabad
T00000839,C100005,A200007,2026-03-22,3066.16,Debit,Travel,Uber,UPI,Hyderabad
T00000840,C100005,A200007,2026-03-14,2929.79,Debit,Healthcare,1mg,Cash,Hyderabad
T00000841,C100005,A200007,2026-03-05,3984.96,Debit,Rent,Landlord Transfer,Cash,Hyderabad
T00000842,C100005,A200007,2026-03-19,4948.62,Debit,Investment,Zerodha,Debit Card,Hyderabad
T00000843,C100005,A200007,2026-04-25,3433.33,Debit,Healthcare,1mg,Net Banking,Hyderabad
T00000844,C100005,A200007,2026-07-17,2207.07,Debit,Rent,Landlord Transfer,NEFT,Hyderabad
T00000845,C100005,A200007,2026-06-12,1838.86,Debit,Travel,Ola,NEFT,Hyderabad
T00000846,C100005,A200007,2026-06-23,914.39,Debit,Rent,Landlord Transfer,UPI,Hyderabad
