card_id,customer_id,card_type,credit_limit,used_amount,available_limit,reward_points,annual_fee,status
CC401375,C101375,FuelCard,208600.0,71643.38,136956.62,14652,2999,Active
CC406932,C106932,FuelCard,127800.0,41030.45,86769.55,2082,0,Active
CC409852,C109852,TravelCard,155300.0,114765.28,40534.72,18301,2999,Active
CC406229,C106229,StudentCard,476300.0,120674.62,355625.38,5603,0,Active
CC404512,C104512,TravelCard,115400.0,50868.87,64531.13,11589,499,Active
CC405867,C105867,SmartCard,177100.0,141302.04,35797.96,3507,499,Active
CC408244,C108244,SmartCard,284600.0,143089.1,141510.9,3010,499,Active
CC408929,C108929,FuelCard,214100.0,59884.38,154215.62,3900,999,Active
CC404005,C104005,FuelCard,190800.0,73219.48,117580.52,8529,2999,Active
CC405349,C105349,StudentCard,135900.0,91385.34,44514.66,14148,2999,Active
CC403354,C103354,FuelCard,168800.0,19860.79,148939.21,548,999,Active
CC408877,C108877,StudentCard,135500.0,18816.38,116683.62,18616,2999,Active
CC404391,C104391,TravelCard,123400.0,87515.66,35884.34,16263,999,Active
CC408289,C108289,CashbackCard,69800.0,34527.16,35272.84,10085,2999,Active
CC402997,C102997,CashbackCard,96000.0,47161.34,48838.66,19253,499,Active
CC406543,C106543,PremiumCard,170600.0,99789.35,70810.65,13420,2999,Active
CC406134,C106134,CashbackCard,147400.0,31198.26,116201.74,10713,999,Active
CC408884,C108884,FuelCard,99900.0,70101.45,29798.55,6951,2999,Active
CC409390,C109390,SmartCard,394900.0,100665.27,294234.73,415,999,Active
CC406726,C106726,CashbackCard,163700.0,61329.92,102370.08,8221,999,Active
CC400343,C100343,SmartCard,168400.0,81773.2,86626.8,12033,499,Active
CC407926,C107926,StudentCard,259400.0,164578.52,94821.48,4549,499,Active
CC404590,C104590,PremiumCard,192400.0,153180.25,39219.75,12922,0,Active
CC400882,C100882,StudentCard,127400.0,30870.35,96529.65,10058,0,Active
CC406819,C106819,TravelCard,80400.0,44226.97,36173.03,17166,499,Active
CC400807,C100807,FuelCard,77700.0,13290.03,64409.97,3847,0,Active
CC406490,C106490,StudentCard,158100.0,51206.31,106893.69,4043,499,Active
CC408967,C108967,FuelCard,215100.0,123751.13,91348.87,18185,2999,Active
CC403010,C103010,StudentCard,48900.0,11052.75,37847.25,17407,2999,Active
CC400144,C100144,StudentCard,202500.0,62542.27,139957.73,18250,0,Active
CC401924,C101924,PremiumCard,225300.0,43608.21,181691.79,10413,499,Active
CC402705,C102705,FuelCard,145900.0,91632.86,54267.14,6566,999,Active
CC408346,C108346,TravelCard,148800.0,3176.5,145623.5,5955,499,Active
CC408452,C108452,TravelCard,96700.0,59863.62,36836.38,4295,999,Active
CC407718,C107718,CashbackCard,322300.0,9825.28,312474.72,394,2999,Active
CC407159,C107159,TravelCard,52700.0,25308.98,27391.02,8991,499,Active
CC402334,C102334,StudentCard,197100.0,95547.68,101552.32,9853,0,Active
CC406013,C106013,SmartCard,174400.0,94498.81,79901.19,11876,2999,Active
CC409723,C109723,SmartCard,94300.0,36247.2,58052.8,6583,499,Active
CC401790,C101790,CashbackCard,328600.0,119089.16,209510.84,16073,499,Active
CC400894,C100894,SmartCard,119400.0,68715.08,50684.92,14153,2999,Active
CC403981,C103981,FuelCard,186700.0,108905.88,77794.12,3533,999,Active
CC404244,C104244,StudentCard,255000.0,5791.18,249208.82,12048,2999,Active
CC405319,C105319,CashbackCard,77400.0,24526.24,52873.76,3176,999,Active
CC405022,C105022,PremiumCard,259700.0,201819.13,57880.87,5724,0,Active
CC406101,C106101,PremiumCard,241000.0,30817.97,210182.03,9620,499,Active
CC407818,C107818,CashbackCard,328900.0,255319.77,73580.23,1592,999,Active
CC408873,C108873,FuelCard,83700.0,39415.15,44284.85,10655,499,Active
CC407183,C107183,SmartCard,152900.0,107716.32,45183.68,628,2999,Active
CC401254,C101254,CashbackCard,70000.0,23733.48,46266.52,2046,0,Active
CC400324,C100324,StudentCard,97500.0,68471.22,29028.78,9523,0,Active
CC408909,C108909,TravelCard,242300.0,127741.41,114558.59,15429,499,Active
CC401338,C101338,CashbackCard,219300.0,75150.07,144149.93,8712,0,Active
CC402256,C102256,TravelCard,373700.0,260376.38,113323.62,17747,499,Active
CC406397,C106397,StudentCard,307600.0,93967.85,213632.15,3319,0,Active
CC409633,C109633,StudentCard,112000.0,49179.01,62820.99,11258,0,Active
CC404169,C104169,CashbackCard,106700.0,56381.41,50318.59,19569,0,Active
CC408172,C108172,StudentCard,128200.0,60144.81,68055.19,7437,499,Active
CC405808,C105808,PremiumCard,187400.0,45225.98,142174.02,16517,2999,Active
CC402428,C102428,CashbackCard,203900.0,35620.33,168279.67,14085,999,Active
CC402476,C102476,SmartCard,120100.0,59931.03,60168.97,8724,2999,Active
CC400680,C100680,SmartCard,35300.0,26933.36,8366.64,7018,0,Active
CC409829,C109829,StudentCard,37600.0,21164.28,16435.72,2981,2999,Active
CC406689,C106689,CashbackCard,218100.0,84607.43,133492.57,17824,0,Active
CC402598,C102598,TravelCard,98900.0,75751.4,23148.6,12254,499,Active
CC404802,C104802,FuelCard,153000.0,104281.84,48718.16,16349,499,Active
CC402483,C102483,PremiumCard,186900.0,73792.07,113107.93,15783,499,Active
CC401197,C101197,SmartCard,192700.0,79875.68,112824.32,5400,0,Active
CC407962,C107962,FuelCard,107500.0,60802.95,46697.05,16947,2999,Active
CC404666,C104666,SmartCard,114500.0,15118.37,99381.63,15613,2999,Active
CC403046,C103046,FuelCard,235900.0,60490.53,175409.47,1949,0,Active
CC408359,C108359,SmartCard,190100.0,1711.22,188388.78,10616,2999,Active
CC408027,C108027,CashbackCard,126100.0,85696.67,40403.33,15825,499,Active
CC405954,C105954,StudentCard,39000.0,7212.35,31787.65,4919,499,Active
CC402204,C102204,TravelCard,231200.0,145079.29,86120.71,9362,2999,Active
CC405666,C105666,PremiumCard,62300.0,28887.49,33412.51,9587,2999,Active
CC400384,C100384,PremiumCard,101800.0,1450.95,100349.05,8761,499,Active
CC402178,C102178,StudentCard,71200.0,19418.98,51781.02,18317,0,Active
CC403883,C103883,CashbackCard,160600.0,59900.65,100699.35,6129,999,Active
CC402915,C102915,StudentCard,131800.0,89797.64,42002.36,10099,2999,Active
CC400840,C100840,CashbackCard,172400.0,50369.97,122030.03,5010,499,Active
CC402600,C102600,PremiumCard,164700.0,65355.37,99344.63,6277,0,Active
CC402100,C102100,TravelCard,170900.0,89774.89,81125.11,5568,0,Active
CC401127,C101127,FuelCard,135700.0,10839.28,124860.72,19322,0,Active
CC406150,C106150,PremiumCard,116500.0,3552.08,112947.92,8600,499,Active
CC400377,C100377,PremiumCard,469100.0,190513.58,278586.42,16093,2999,Active
CC401766,C101766,StudentCard,211800.0,139579.1,72220.9,8778,999,Active
CC406790,C106790,SmartCard,233100.0,41668.88,191431.12,1972,0,Active
CC405387,C105387,StudentCard,437200.0,252802.0,184398.0,7340,999,Active
CC408106,C108106,SmartCard,22600.0,13321.11,9278.89,18318,0,Active
CC404358,C104358,CashbackCard,384500.0,174231.74,210268.26,9944,0,Active
CC406148,C106148,SmartCard,83300.0,7828.39,75471.61,13506,2999,Active
CC406119,C106119,PremiumCard,266200.0,38650.77,227549.23,8720,2999,Active
CC404026,C104026,PremiumCard,135600.0,11952.12,123647.88,17683,499,Active
CC401361,C101361,TravelCard,112600.0,41219.68,71380.32,3473,2999,Active
CC407219,C107219,CashbackCard,236700.0,89825.23,146874.77,10426,999,Active
CC409835,C109835,TravelCard,213700.0,30880.97,182819.03,11587,499,Active
CC401431,C101431,SmartCard,105800.0,42568.34,63231.66,11716,999,Active
CC402750,C102750,TravelCard,33000.0,8117.31,24882.69,6017,2999,Active
CC406046,C106046,PremiumCard,31800.0,12343.51,19456.49,7690,499,Active
CC406854,C106854,CashbackCard,149800.0,60466.82,89333.18,12920,0,Active
CC401832,C101832,SmartCard,72000.0,19068.36,52931.64,9790,2999,Active
CC409218,C109218,StudentCard,240400.0,109217.06,131182.94,11068,499,Active
CC402576,C102576,SmartCard,33800.0,17862.84,15937.16,9568,0,Active
CC404154,C104154,StudentCard,176000.0,115932.52,60067.48,7280,0,Active
CC401523,C101523,PremiumCard,142900.0,40701.79,102198.21,8160,2999,Active
CC407193,C107193,CashbackCard,215600.0,46013.12,169586.88,13719,499,Active
CC403956,C103956,StudentCard,231500.0,156571.59,74928.41,12968,0,Active
CC402360,C102360,SmartCard,187000.0,11273.72,175726.28,12455,0,Active
CC405493,C105493,SmartCard,257000.0,98815.87,158184.13,12744,499,Active
CC401899,C101899,PremiumCard,25300.0,11466.83,13833.17,7085,2999,Active
CC401091,C101091,FuelCard,229600.0,106801.22,122798.78,11177,0,Active
CC401411,C101411,StudentCard,116600.0,76076.62,40523.38,2750,499,Active
CC409853,C109853,SmartCard,125100.0,15477.04,109622.96,12478,2999,Active
CC401464,C101464,FuelCard,145900.0,112547.78,33352.22,12175,2999,Active
CC405564,C105564,SmartCard,218700.0,94342.86,124357.14,17010,999,Active
CC408247,C108247,PremiumCard,146500.0,104896.44,41603.56,9979,999,Active
CC404497,C104497,PremiumCard,79400.0,19353.51,60046.49,14175,2999,Active
CC408525,C108525,StudentCard,110600.0,56567.66,54032.34,2653,0,Active
CC403007,C103007,TravelCard,124300.0,76002.94,48297.06,4733,2999,Active
CC401060,C101060,CashbackCard,255700.0,76481.97,179218.03,12682,999,Active
CC407033,C107033,StudentCard,118400.0,31587.4,86812.6,15439,499,Active
CC405771,C105771,StudentCard,95000.0,19770.91,75229.09,11331,0,Active
CC400291,C100291,PremiumCard,379400.0,200242.28,179157.72,18265,999,Active
CC409637,C109637,PremiumCard,297200.0,104718.63,192481.37,14414,999,Active
CC404604,C104604,StudentCard,106000.0,77620.49,28379.51,8753,499,Active
CC402056,C102056,FuelCard,47300.0,11184.09,36115.91,12355,999,Active
CC408868,C108868,FuelCard,119400.0,5749.81,113650.19,8460,0,Active
CC401573,C101573,CashbackCard,344900.0,275687.24,69212.76,7537,2999,Active
CC400726,C100726,CashbackCard,336200.0,81233.4,254966.6,2422,0,Active
CC409158,C109158,StudentCard,384900.0,130827.29,254072.71,10825,499,Active
CC403609,C103609,PremiumCard,136100.0,86591.46,49508.54,16790,0,Active
CC401723,C101723,CashbackCard,222700.0,77970.22,144729.78,2984,0,Active
CC403846,C103846,FuelCard,154900.0,75509.36,79390.64,5358,2999,Active
CC400043,C100043,CashbackCard,218200.0,154296.48,63903.52,17625,0,Active
CC405606,C105606,PremiumCard,265100.0,84985.53,180114.47,10259,499,Active
CC405888,C105888,CashbackCard,95500.0,23081.91,72418.09,16814,499,Active
CC401077,C101077,TravelCard,241100.0,49803.97,191296.03,13354,0,Active
CC409761,C109761,StudentCard,350300.0,279425.73,70874.27,918,2999,Active
CC409182,C109182,SmartCard,159200.0,66484.84,92715.16,18822,999,Active
CC404364,C104364,PremiumCard,161300.0,121086.7,40213.3,1529,2999,Active
CC403027,C103027,PremiumCard,484200.0,107676.59,376523.41,2421,0,Active
CC407880,C107880,PremiumCard,147700.0,8746.97,138953.03,11717,499,Active
CC401218,C101218,StudentCard,218500.0,89893.41,128606.59,16072,999,Active
CC406727,C106727,CashbackCard,187100.0,47672.08,139427.92,5882,999,Active
CC406684,C106684,PremiumCard,277000.0,137914.12,139085.88,5338,999,Active
CC401720,C101720,SmartCard,200500.0,102586.42,97913.58,6348,2999,Active
CC402819,C102819,TravelCard,110800.0,28849.66,81950.34,10035,0,Active
CC404328,C104328,SmartCard,93600.0,7585.06,86014.94,14062,999,Active
CC401406,C101406,FuelCard,103800.0,36674.3,67125.7,14994,499,Active
CC403371,C103371,SmartCard,115100.0,48331.84,66768.16,14967,999,Active
CC404125,C104125,CashbackCard,103600.0,58371.66,45228.34,13413,999,Active
CC403785,C103785,PremiumCard,65600.0,41201.14,24398.86,5007,999,Active
CC400641,C100641,StudentCard,78500.0,39594.12,38905.88,5135,499,Active
CC409146,C109146,StudentCard,285400.0,134369.26,151030.74,1781,2999,Active
CC400358,C100358,CashbackCard,98200.0,78492.74,19707.26,2137,999,Active
CC404713,C104713,SmartCard,202100.0,116852.9,85247.1,2873,2999,Active
CC409219,C109219,TravelCard,290300.0,153572.52,136727.48,15803,499,Active
CC408419,C108419,StudentCard,346000.0,185480.13,160519.87,15479,0,Active
CC406610,C106610,FuelCard,107800.0,61452.68,46347.32,694,499,Active
CC405928,C105928,PremiumCard,19100.0,8327.0,10773.0,9487,999,Active
CC401614,C101614,StudentCard,97200.0,5722.81,91477.19,16882,499,Active
CC408546,C108546,TravelCard,73700.0,55905.8,17794.2,3439,2999,Active
CC406019,C106019,StudentCard,469200.0,128038.81,341161.19,15924,2999,Active
CC408517,C108517,StudentCard,239500.0,11623.41,227876.59,906,999,Active
CC405266,C105266,CashbackCard,115000.0,63469.35,51530.65,10542,0,Active
CC407196,C107196,StudentCard,121400.0,4891.74,116508.26,12510,0,Active
CC403731,C103731,FuelCard,137800.0,73156.03,64643.97,12166,499,Active
CC409858,C109858,CashbackCard,198300.0,111608.14,86691.86,15000,499,Active
CC404529,C104529,PremiumCard,201900.0,73345.83,128554.17,8942,999,Active
CC400917,C100917,FuelCard,255800.0,136102.46,119697.54,11385,2999,Active
CC409821,C109821,PremiumCard,166100.0,132571.36,33528.64,10789,2999,Active
CC404948,C104948,TravelCard,396700.0,31692.84,365007.16,14528,499,Active
CC406613,C106613,FuelCard,123800.0,27051.19,96748.81,11385,499,Active
CC402031,C102031,TravelCard,104100.0,58210.05,45889.95,4254,999,Active
CC402566,C102566,StudentCard,386900.0,215203.98,171696.02,14304,0,Active
CC401069,C101069,CashbackCard,314900.0,167996.26,146903.74,9100,2999,Active
CC406375,C106375,PremiumCard,287000.0,174353.17,112646.83,7112,0,Active
CC407370,C107370,SmartCard,79600.0,26762.82,52837.18,16623,999,Active
CC409295,C109295,FuelCard,70300.0,40885.04,29414.96,8950,499,Active
CC400555,C100555,StudentCard,42200.0,18033.07,24166.93,6711,0,Active
CC403706,C103706,CashbackCard,150700.0,39955.29,110744.71,12288,999,Active
CC406755,C106755,SmartCard,468900.0,95496.18,373403.82,4772,0,Active
CC400988,C100988,FuelCard,98900.0,12358.92,86541.08,19241,2999,Active
CC408143,C108143,PremiumCard,139600.0,49499.35,90100.65,9643,499,Active
CC406063,C106063,CashbackCard,142600.0,63110.62,79489.38,8523,999,Active
CC402815,C102815,PremiumCard,78800.0,26255.22,52544.78,1414,499,Active
CC409744,C109744,CashbackCard,21200.0,1440.97,19759.03,19389,499,Active
CC407603,C107603,TravelCard,102200.0,72762.53,29437.47,1252,999,Active
CC400923,C100923,SmartCard,198200.0,5541.57,192658.43,9270,499,Active
CC402315,C102315,TravelCard,180200.0,22185.03,158014.97,4535,0,Active
CC408614,C108614,PremiumCard,21800.0,16479.67,5320.33,11142,0,Active
CC401860,C101860,StudentCard,76900.0,43822.98,33077.02,11145,2999,Active
CC402338,C102338,TravelCard,102400.0,23349.45,79050.55,10222,499,Active
CC403152,C103152,CashbackCard,240300.0,178307.64,61992.36,13437,999,Active
CC407412,C107412,TravelCard,36500.0,13721.32,22778.68,6145,0,Active
CC406509,C106509,CashbackCard,111600.0,30891.14,80708.86,19400,2999,Active
CC403370,C103370,StudentCard,245700.0,24606.86,221093.14,13971,999,Active
CC407338,C107338,TravelCard,103100.0,64187.27,38912.73,492,0,Active
CC402798,C102798,PremiumCard,202400.0,24366.92,178033.08,4012,999,Active
CC401278,C101278,SmartCard,214200.0,67091.26,147108.74,18765,2999,Active
CC403472,C103472,PremiumCard,175000.0,104831.43,70168.57,18787,499,Active
CC403858,C103858,CashbackCard,122700.0,90779.15,31920.85,8330,2999,Active
CC408859,C108859,FuelCard,30600.0,10827.67,19772.33,389,0,Active
CC403563,C103563,CashbackCard,287000.0,131182.15,155817.85,14983,2999,Active
CC408163,C108163,CashbackCard,95800.0,34684.3,61115.7,16669,999,Active
CC405615,C105615,CashbackCard,236700.0,150768.18,85931.82,8524,999,Active
CC405599,C105599,FuelCard,37600.0,25835.25,11764.75,5803,999,Active
CC408616,C108616,CashbackCard,136000.0,79695.2,56304.8,14841,0,Active
CC407030,C107030,PremiumCard,80400.0,61893.8,18506.2,17951,0,Active
CC406132,C106132,SmartCard,302100.0,135150.7,166949.3,16307,2999,Active
CC403167,C103167,PremiumCard,66500.0,11431.64,55068.36,13912,0,Active
CC408291,C108291,StudentCard,147500.0,111607.12,35892.88,17608,0,Active
CC402341,C102341,TravelCard,263900.0,42662.05,221237.95,16992,999,Active
CC408608,C108608,TravelCard,158100.0,114644.41,43455.59,7905,0,Active
CC408062,C108062,CashbackCard,174500.0,111561.99,62938.01,17553,999,Active
CC402818,C102818,StudentCard,56600.0,26747.78,29852.22,3382,2999,Active
CC405371,C105371,CashbackCard,143700.0,62233.31,81466.69,18982,499,Active
CC409869,C109869,PremiumCard,147700.0,72409.13,75290.87,4227,999,Active
CC409154,C109154,CashbackCard,136600.0,33343.11,103256.89,5574,499,Active
CC402764,C102764,CashbackCard,242300.0,59372.97,182927.03,6846,2999,Active
CC407958,C107958,SmartCard,110400.0,38703.42,71696.58,7498,499,Active
CC402404,C102404,SmartCard,131900.0,52121.95,79778.05,11373,0,Active
CC401433,C101433,PremiumCard,68700.0,9371.5,59328.5,19750,499,Active
CC406621,C106621,PremiumCard,320700.0,216927.42,103772.58,2136,0,Active
CC406223,C106223,CashbackCard,84400.0,34222.35,50177.65,4725,499,Active
CC401339,C101339,StudentCard,321200.0,29430.5,291769.5,275,499,Active
CC406047,C106047,FuelCard,45600.0,19354.7,26245.3,19436,499,Active
CC409461,C109461,StudentCard,350900.0,117994.14,232905.86,69,2999,Active
CC409212,C109212,PremiumCard,376500.0,8612.84,367887.16,2687,999,Active
CC402300,C102300,StudentCard,192600.0,153037.44,39562.56,19161,2999,Active
CC406275,C106275,SmartCard,193400.0,108363.97,85036.03,7042,999,Active
CC400315,C100315,CashbackCard,143700.0,14719.6,128980.4,16517,499,Active
CC409292,C109292,StudentCard,87100.0,47374.37,39725.63,18653,2999,Active
CC409933,C109933,StudentCard,115600.0,43070.08,72529.92,12701,2999,Active
CC404685,C104685,FuelCard,83800.0,49528.08,34271.92,973,499,Active
CC408633,C108633,CashbackCard,192400.0,115688.55,76711.45,16340,999,Active
CC406326,C106326,StudentCard,146800.0,55733.74,91066.26,9319,2999,Active
CC401739,C101739,TravelCard,156400.0,24119.27,132280.73,17486,0,Active
CC408337,C108337,StudentCard,77100.0,40279.33,36820.67,18619,499,Active
CC401397,C101397,PremiumCard,122200.0,73034.98,49165.02,5187,0,Active
CC401542,C101542,StudentCard,25200.0,18493.11,6706.89,14856,2999,Active
CC402856,C102856,FuelCard,147600.0,74164.75,73435.25,11340,499,Active
CC401916,C101916,SmartCard,191700.0,71471.88,120228.12,11383,0,Active
CC405993,C105993,PremiumCard,178000.0,61811.52,116188.48,9092,499,Active
CC400485,C100485,FuelCard,20600.0,3434.96,17165.04,15724,499,Active
CC402698,C102698,PremiumCard,199900.0,1856.1,198043.9,4134,499,Active
CC400196,C100196,CashbackCard,212400.0,164969.82,47430.18,5117,999,Active
CC406139,C106139,TravelCard,180900.0,75234.45,105665.55,1161,0,Active
CC404349,C104349,TravelCard,128700.0,4347.41,124352.59,14252,0,Active
CC402657,C102657,StudentCard,152800.0,8478.38,144321.62,14622,999,Active
CC403725,C103725,FuelCard,87200.0,4640.39,82559.61,19934,0,Active
CC404025,C104025,PremiumCard,188700.0,86995.09,101704.91,13554,0,Active
CC408829,C108829,PremiumCard,223200.0,123297.84,99902.16,18598,2999,Active
CC408958,C108958,PremiumCard,53100.0,23258.3,29841.7,11856,499,Active
CC402169,C102169,CashbackCard,122900.0,74790.38,48109.62,14188,499,Active
CC407883,C107883,FuelCard,26400.0,14824.16,11575.84,16457,2999,Active
CC401430,C101430,FuelCard,149200.0,14380.9,134819.1,2501,0,Active
CC403252,C103252,CashbackCard,476700.0,36724.54,439975.46,18044,499,Active
CC400461,C100461,TravelCard,208500.0,68820.95,139679.05,18894,999,Active
CC400165,C100165,StudentCard,280800.0,104973.44,175826.56,14955,499,Active
CC401327,C101327,PremiumCard,95000.0,1800.22,93199.78,6747,2999,Active
CC403319,C103319,SmartCard,241400.0,2768.71,238631.29,14233,499,Active
CC401106,C101106,PremiumCard,204600.0,126820.79,77779.21,12969,2999,Active
CC404619,C104619,StudentCard,200800.0,98948.36,101851.64,118,999,Active
CC400898,C100898,PremiumCard,69100.0,29477.26,39622.74,12229,2999,Active
CC400829,C100829,CashbackCard,73900.0,10908.0,62992.0,8003,2999,Active
CC409904,C109904,CashbackCard,136200.0,56364.64,79835.36,6690,999,Active
CC402479,C102479,CashbackCard,29800.0,21635.18,8164.82,18048,999,Active
CC401690,C101690,TravelCard,212800.0,101548.78,111251.22,11074,2999,Active
CC403200,C103200,TravelCard,159800.0,69280.59,90519.41,1512,2999,Active
CC406418,C106418,TravelCard,173000.0,123592.54,49407.46,1343,0,Active
CC407471,C107471,TravelCard,184400.0,39838.46,144561.54,8028,499,Active
CC409013,C109013,TravelCard,92000.0,58408.04,33591.96,18320,2999,Active
CC407750,C107750,CashbackCard,33500.0,9838.2,23661.8,9876,0,Active
CC409665,C109665,CashbackCard,209200.0,137722.08,71477.92,6201,499,Active
CC403277,C103277,CashbackCard,364600.0,149280.09,215319.91,1036,0,Active
CC404199,C104199,FuelCard,143900.0,39302.37,104597.63,1672,499,Active
CC409667,C109667,PremiumCard,143700.0,109442.75,34257.25,1442,0,Active
CC400711,C100711,FuelCard,213300.0,55649.53,157650.47,4572,999,Active
CC405720,C105720,StudentCard,189800.0,19698.94,170101.06,14461,999,Active
CC409375,C109375,TravelCard,223400.0,22508.53,200891.47,9331,2999,Active
CC409435,C109435,FuelCard,87600.0,27640.41,59959.59,13545,999,Active
CC409040,C109040,FuelCard,274700.0,99247.89,175452.11,2381,499,Active
CC407636,C107636,StudentCard,207800.0,138573.71,69226.29,4694,999,Active
CC403545,C103545,CashbackCard,227600.0,89780.68,137819.32,5591,999,Active
CC403361,C103361,SmartCard,37600.0,11518.01,26081.99,16624,0,Active
CC407586,C107586,TravelCard,114300.0,75333.3,38966.7,16838,999,Active
CC401245,C101245,TravelCard,269200.0,67639.2,201560.8,19964,2999,Active
CC406863,C106863,CashbackCard,137500.0,72116.63,65383.37,3602,2999,Active
CC405598,C105598,CashbackCard,303100.0,151137.32,151962.68,11804,2999,Active
CC401473,C101473,SmartCard,251900.0,41775.32,210124.68,10927,999,Active
CC406554,C106554,TravelCard,246800.0,152041.62,94758.38,6614,0,Active
CC409450,C109450,StudentCard,139400.0,5928.22,133471.78,2167,0,Active
CC402418,C102418,StudentCard,23000.0,16979.98,6020.02,4865,2999,Active
CC405065,C105065,FuelCard,57200.0,37543.48,19656.52,19619,499,Active
CC409902,C109902,StudentCard,245900.0,54042.92,191857.08,15330,0,Active
CC402184,C102184,CashbackCard,107800.0,22555.36,85244.64,8293,2999,Active
CC400891,C100891,FuelCard,271800.0,53126.46,218673.54,14438,499,Active
CC402493,C102493,FuelCard,232100.0,36672.57,195427.43,15021,499,Active
CC406913,C106913,SmartCard,263900.0,85349.59,178550.41,99,499,Active
CC409289,C109289,TravelCard,249700.0,85606.98,164093.02,16781,999,Active
CC405033,C105033,CashbackCard,261300.0,190065.36,71234.64,19973,499,Active
CC405342,C105342,FuelCard,150400.0,36514.69,113885.31,14231,0,Active
CC409409,C109409,PremiumCard,488000.0,385888.13,102111.87,5127,0,Active
CC401868,C101868,CashbackCard,247200.0,110666.94,136533.06,11229,999,Active
CC404172,C104172,PremiumCard,159500.0,26278.25,133221.75,9505,999,Active
CC408706,C108706,SmartCard,195100.0,133572.5,61527.5,11389,2999,Active
CC402786,C102786,PremiumCard,235200.0,115157.86,120042.14,3894,499,Active
CC401292,C101292,TravelCard,40500.0,566.53,39933.47,5200,2999,Active
CC400054,C100054,StudentCard,323300.0,31717.11,291582.89,19078,0,Active
CC408922,C108922,FuelCard,141600.0,64800.75,76799.25,19905,999,Active
CC409356,C109356,StudentCard,162300.0,24188.52,138111.48,14737,2999,Active
CC400508,C100508,TravelCard,108400.0,20572.17,87827.83,9953,499,Active
CC405550,C105550,CashbackCard,62000.0,15968.41,46031.59,76,999,Active
CC407169,C107169,StudentCard,108600.0,75825.3,32774.7,6988,2999,Active
CC402015,C102015,TravelCard,84800.0,65083.91,19716.09,7736,2999,Active
CC405021,C105021,SmartCard,240400.0,77346.48,163053.52,17352,0,Active
CC409115,C109115,FuelCard,173500.0,82410.39,91089.61,13708,0,Active
CC401552,C101552,FuelCard,112700.0,84223.45,28476.55,18304,999,Active
CC408206,C108206,TravelCard,154500.0,32968.46,121531.54,18594,2999,Active
CC408130,C108130,StudentCard,188000.0,109041.08,78958.92,18742,2999,Active
CC406254,C106254,CashbackCard,206900.0,139958.44,66941.56,7328,499,Active
CC404318,C104318,FuelCard,326600.0,190461.96,136138.04,11641,2999,Active
CC406198,C106198,CashbackCard,124300.0,12788.84,111511.16,4744,999,Active
CC407462,C107462,FuelCard,150900.0,102819.3,48080.7,17170,2999,Active
CC402245,C102245,CashbackCard,107300.0,53520.09,53779.91,1234,2999,Active
CC408615,C108615,SmartCard,234400.0,22222.99,212177.01,12721,2999,Active
CC407696,C107696,TravelCard,97600.0,24822.1,72777.9,16312,0,Active
CC404447,C104447,PremiumCard,245200.0,114092.21,131107.79,4744,499,Active
CC401490,C101490,TravelCard,124600.0,13812.68,110787.32,147,499,Active
CC409076,C109076,FuelCard,117800.0,87286.8,30513.2,3471,999,Active
CC405300,C105300,FuelCard,236600.0,74916.13,161683.87,3771,0,Active
CC409599,C109599,PremiumCard,131600.0,11252.83,120347.17,11010,499,Active
CC404969,C104969,StudentCard,289000.0,14631.62,274368.38,8159,499,Active
CC404565,C104565,FuelCard,215100.0,115535.24,99564.76,14610,0,Active
CC408324,C108324,FuelCard,117800.0,68411.02,49388.98,19710,0,Active
CC405819,C105819,StudentCard,203200.0,132924.22,70275.78,13508,2999,Active
CC401014,C101014,FuelCard,155500.0,47821.11,107678.89,12495,2999,Active
CC409806,C109806,StudentCard,169400.0,74671.0,94729.0,15436,0,Active
CC400376,C100376,TravelCard,151700.0,57417.32,94282.68,13362,999,Active
CC405221,C105221,SmartCard,373700.0,87935.92,285764.08,13975,0,Active
CC405815,C105815,FuelCard,168600.0,103281.31,65318.69,10472,999,Active
CC400487,C100487,PremiumCard,80700.0,45398.34,35301.66,4445,2999,Active
CC407085,C107085,CashbackCard,158900.0,55487.02,103412.98,15537,999,Active
CC406492,C106492,StudentCard,173400.0,49229.2,124170.8,7081,0,Active
CC404159,C104159,SmartCard,179000.0,129682.36,49317.64,18979,999,Active
CC407850,C107850,FuelCard,246700.0,142906.17,103793.83,5963,2999,Active
CC405481,C105481,StudentCard,191000.0,61842.56,129157.44,7413,499,Active
CC403302,C103302,FuelCard,172200.0,66497.91,105702.09,3756,499,Active
CC407852,C107852,SmartCard,181600.0,138438.32,43161.68,13535,499,Active
CC403689,C103689,SmartCard,154500.0,72334.91,82165.09,6010,0,Active
CC403232,C103232,StudentCard,76400.0,60313.53,16086.47,11650,499,Active
CC409959,C109959,CashbackCard,206500.0,99342.5,107157.5,16686,499,Active
CC406421,C106421,TravelCard,86800.0,3374.2,83425.8,9186,0,Active
CC409893,C109893,CashbackCard,105300.0,45100.57,60199.43,10548,0,Active
CC406072,C106072,StudentCard,57600.0,42855.57,14744.43,3518,2999,Active
CC401802,C101802,SmartCard,166100.0,21043.71,145056.29,5797,0,Active
CC401034,C101034,PremiumCard,90300.0,54118.97,36181.03,10128,999,Active
CC409417,C109417,SmartCard,71200.0,55310.54,15889.46,13962,999,Active
CC406707,C106707,StudentCard,200200.0,106300.2,93899.8,4509,999,Active
