loan_id,customer_id,loan_type,requested_amount,tenure_months,monthly_income,credit_score,existing_debt,employment_years,loan_status,default_probability_true,defaulted
L304579,C104579,Vehicle Loan,181694.58,36,56700,742,11114.13,4.1,Pending,0.1057,0
L306103,C106103,Personal Loan,736388.02,84,97600,826,9114.2,2.3,Approved,0.085,0
L309641,C109641,Personal Loan,636468.72,120,90600,775,12761.76,18.9,Approved,0.0699,1
L303425,C103425,Business Loan,3608397.99,180,92800,759,17352.16,22.2,Approved,0.0384,0
L307245,C107245,Personal Loan,573201.75,120,113800,626,0.0,17.0,Approved,0.1158,1
L301093,C101093,Personal Loan,482436.87,180,66600,542,10851.21,9.7,Approved,0.2324,0
L307924,C107924,Business Loan,4992769.61,84,9700,659,1184.44,4.2,Approved,0.2386,0
L302442,C102442,Education Loan,1138969.49,36,123100,709,0.0,0.0,Pending,0.1023,0
L306580,C106580,Home Loan,4519902.24,12,73600,594,28487.96,12.7,Approved,0.3846,0
L300809,C100809,Personal Loan,63454.44,180,45300,742,8251.21,24.1,Approved,0.097,0
L304381,C104381,Personal Loan,371244.69,12,49000,698,11445.48,2.6,Pending,0.235,0
L309096,C109096,Business Loan,2236796.72,36,56700,710,15609.22,4.1,Pending,0.1628,0
L306307,C106307,Vehicle Loan,1068086.37,24,12600,683,3996.26,4.2,Pending,0.2536,1
L301199,C101199,Education Loan,577568.89,12,49900,834,11996.08,10.9,Approved,0.0674,0
L309672,C109672,Personal Loan,481120.77,84,110300,698,13.38,23.1,Approved,0.0576,0
L309731,C109731,Home Loan,1334279.18,24,14100,574,949.18,3.0,Approved,0.3303,1
L304017,C104017,Vehicle Loan,1154509.87,60,48300,643,19816.2,3.6,Pending,0.2449,0
L305775,C105775,Business Loan,2751347.35,180,57100,514,4425.79,35.0,Approved,0.16,0
L307031,C107031,Personal Loan,682981.37,120,63000,768,7341.91,27.0,Approved,0.0364,0
L307259,C107259,Business Loan,3762981.85,24,64500,763,0.0,4.3,Approved,0.0588,0
L305008,C105008,Personal Loan,680024.6,60,73800,769,272.13,12.4,Approved,0.0698,0
L305643,C105643,Education Loan,338438.57,36,32300,656,2386.22,18.6,Pending,0.071,0
L305410,C105410,Vehicle Loan,371417.51,60,109100,772,5334.26,0.0,Pending,0.1075,0
L309852,C109852,Education Loan,668614.67,60,73200,636,3918.14,26.8,Pending,0.1066,0
L306545,C106545,Personal Loan,127153.99,120,98000,587,12647.1,14.6,Approved,0.1584,0
L305572,C105572,Business Loan,3565852.52,120,71700,708,13142.86,2.9,Approved,0.2403,0
L301453,C101453,Personal Loan,625323.37,180,84900,639,22019.25,5.7,Approved,0.3011,1
L306010,C106010,Vehicle Loan,1042971.08,60,91300,650,4391.66,10.9,Pending,0.1284,0
L307846,C107846,Personal Loan,111007.23,180,49700,726,10651.23,7.5,Approved,0.1186,0
L300556,C100556,Home Loan,4342633.06,120,68100,624,934.16,6.9,Approved,0.1725,0
L305887,C105887,Vehicle Loan,1422712.42,24,31000,620,7445.36,1.8,Pending,0.2992,0
L301516,C101516,Education Loan,1023811.19,120,45600,637,11511.84,12.1,Approved,0.2398,0
L308795,C108795,Personal Loan,214981.6,36,75300,692,7399.56,26.5,Approved,0.0644,0
L302427,C102427,Home Loan,3814663.44,12,66200,656,4153.01,12.8,Approved,0.1554,0
L307493,C107493,Personal Loan,371438.77,60,55500,702,8270.0,6.9,Approved,0.2054,0
L307574,C107574,Personal Loan,444489.83,180,99600,859,9984.46,13.4,Approved,0.0411,0
L300038,C100038,Home Loan,3471288.63,60,13500,712,1228.25,4.5,Pending,0.2274,1
L305992,C105992,Home Loan,1765104.65,180,118200,692,15069.27,23.2,Pending,0.0843,0
L301464,C101464,Education Loan,241880.06,12,58400,871,13369.45,24.0,Approved,0.0459,0
L303237,C103237,Vehicle Loan,453136.46,120,77800,795,23429.06,16.2,Pending,0.0875,0
L301848,C101848,Vehicle Loan,906351.96,36,82800,667,17172.08,14.5,Approved,0.2142,0
L304505,C104505,Education Loan,748609.23,24,87000,728,3761.25,13.5,Pending,0.0694,0
L309247,C109247,Personal Loan,686230.56,36,43800,874,4461.43,20.7,Approved,0.0434,0
L300619,C100619,Personal Loan,540985.91,60,42300,691,9323.68,3.4,Approved,0.1402,0
L306105,C106105,Personal Loan,775513.13,84,43700,569,4738.49,21.2,Pending,0.152,0
L309865,C109865,Vehicle Loan,950193.03,60,96000,661,23297.82,10.4,Approved,0.1414,0
L307109,C107109,Personal Loan,294627.91,84,62400,642,5435.02,3.6,Pending,0.1621,0
L302856,C102856,Education Loan,1513664.15,36,61400,803,10703.94,18.2,Approved,0.0642,0
L301691,C101691,Vehicle Loan,1477120.63,180,103500,821,14982.48,19.6,Approved,0.0375,0
L303759,C103759,Business Loan,2434685.51,180,25100,896,2147.6,15.7,Approved,0.03,0
L309866,C109866,Home Loan,4929801.95,60,21300,766,7099.34,3.7,Approved,0.1854,0
L306487,C106487,Home Loan,6549606.28,24,14300,634,2998.04,10.7,Rejected,0.65,1
L308422,C108422,Personal Loan,593990.35,84,49800,536,8674.32,7.6,Pending,0.3518,1
L307634,C107634,Vehicle Loan,472347.03,84,45600,720,8680.1,2.1,Approved,0.1224,0
L300623,C100623,Business Loan,4328023.72,84,34400,631,5254.84,8.4,Approved,0.1991,0
L304642,C104642,Home Loan,6598042.21,120,25200,651,3233.6,17.0,Pending,0.1562,0
L300621,C100621,Business Loan,2378711.91,60,54900,744,11052.25,9.2,Approved,0.1061,0
L307886,C107886,Business Loan,423357.13,12,71100,813,2426.12,6.1,Pending,0.0433,0
L307456,C107456,Vehicle Loan,385995.98,180,99400,899,6802.97,8.1,Approved,0.0346,0
L300098,C100098,Vehicle Loan,1132286.78,12,53900,671,5901.1,10.6,Approved,0.1214,0
L303402,C103402,Personal Loan,583765.93,84,107100,598,5578.2,2.0,Pending,0.1747,1
L300888,C100888,Education Loan,312278.16,12,46400,776,6222.03,0.0,Approved,0.1464,0
L307117,C107117,Education Loan,1477551.19,84,54900,657,9660.0,22.7,Approved,0.1301,0
L301151,C101151,Business Loan,4558866.16,24,49400,762,9411.83,17.6,Approved,0.0875,0
L304522,C104522,Personal Loan,382172.5,24,79500,722,14522.74,10.9,Approved,0.1516,1
L300676,C100676,Home Loan,4132769.09,84,63600,663,6242.4,16.1,Pending,0.1722,0
L307374,C107374,Business Loan,2647838.59,36,53800,639,12073.88,10.2,Approved,0.1726,0
L302426,C102426,Home Loan,2965401.2,36,40200,622,4375.52,1.3,Approved,0.269,1
L307958,C107958,Home Loan,7954897.28,180,46200,759,5561.74,20.2,Approved,0.0494,0
L306782,C106782,Business Loan,2500601.71,24,61100,612,10087.39,7.8,Pending,0.1812,0
L307250,C107250,Personal Loan,263923.44,24,55300,760,13964.06,8.4,Pending,0.1248,0
L301616,C101616,Education Loan,1009299.47,24,122900,808,34811.65,20.4,Approved,0.0595,0
L300674,C100674,Home Loan,6647262.82,12,70300,774,3349.92,15.6,Pending,0.0962,0
L309367,C109367,Personal Loan,387523.96,120,21300,652,1345.89,23.3,Approved,0.0719,0
L307993,C107993,Personal Loan,273966.38,120,48300,637,10377.0,2.4,Pending,0.2228,0
L304208,C104208,Education Loan,1371039.71,36,47200,741,13377.81,6.8,Approved,0.1535,0
L303009,C103009,Personal Loan,166107.62,60,79900,733,16936.48,22.3,Approved,0.0875,0
L305634,C105634,Education Loan,579321.38,12,94100,796,11501.12,26.6,Approved,0.0271,0
L300678,C100678,Home Loan,7090964.86,180,54300,732,614.27,9.1,Approved,0.0706,0
L302553,C102553,Business Loan,1922733.05,60,48300,778,16379.37,3.2,Pending,0.1338,0
L307569,C107569,Home Loan,4733704.78,180,76400,740,15558.01,10.0,Approved,0.0905,0
L303650,C103650,Home Loan,1954293.76,36,50000,663,3141.17,1.2,Approved,0.1386,0
L304573,C104573,Home Loan,1689721.26,12,84200,627,12830.07,18.9,Approved,0.1369,0
L300794,C100794,Education Loan,442946.7,180,56400,866,16814.45,11.2,Approved,0.0637,0
L300254,C100254,Business Loan,2355829.51,120,51900,750,3650.62,21.0,Approved,0.0417,0
L302903,C102903,Education Loan,1722347.38,60,114300,614,32627.68,22.3,Approved,0.1666,0
L300644,C100644,Personal Loan,315047.97,36,71900,623,2523.49,17.0,Approved,0.098,0
L308484,C108484,Personal Loan,89790.28,180,90700,631,11573.72,4.2,Pending,0.1974,0
L306577,C106577,Personal Loan,94397.7,36,84700,807,11164.75,1.3,Approved,0.078,0
L308005,C108005,Vehicle Loan,339960.46,24,64700,838,7523.28,31.4,Approved,0.0295,0
L308706,C108706,Business Loan,2377349.76,24,54700,774,8524.65,18.1,Pending,0.0597,0
L303101,C103101,Home Loan,5310849.27,60,71200,714,594.64,4.5,Approved,0.0828,0
L307343,C107343,Education Loan,472691.5,120,21000,597,3849.47,12.4,Pending,0.2333,0
L306109,C106109,Personal Loan,662691.75,12,87000,608,17891.41,12.7,Pending,0.2569,0
L301059,C101059,Education Loan,1134759.13,60,14000,782,4110.4,8.2,Pending,0.1755,0
L305807,C105807,Education Loan,837906.38,24,70200,724,12264.04,24.6,Pending,0.076,0
L301875,C101875,Home Loan,3503175.1,36,68500,771,0.0,4.3,Approved,0.0716,0
L301005,C101005,Vehicle Loan,844070.89,84,74500,573,8499.83,15.3,Pending,0.1715,0
L309235,C109235,Vehicle Loan,986065.63,36,54300,801,14760.75,11.9,Approved,0.1076,0
L308901,C108901,Vehicle Loan,488944.58,24,90100,669,5681.16,30.6,Pending,0.0762,0
L305713,C105713,Business Loan,1807321.22,36,65400,654,12053.86,8.3,Approved,0.1794,0
L305935,C105935,Home Loan,5515504.2,24,56300,793,3660.84,9.6,Approved,0.11,0
L307837,C107837,Vehicle Loan,1009650.05,60,59700,686,3750.96,8.6,Approved,0.1353,0
L309833,C109833,Business Loan,1921804.85,120,63900,803,5583.68,9.3,Approved,0.0828,0
L308382,C108382,Home Loan,7781109.83,84,48600,500,4100.25,4.6,Approved,0.4358,1
L307059,C107059,Vehicle Loan,854326.51,12,70500,659,15698.97,15.5,Approved,0.1529,0
L304122,C104122,Home Loan,4866326.62,180,23500,696,1295.26,30.7,Approved,0.0573,1
L305137,C105137,Home Loan,3466633.55,84,125900,657,25423.12,14.8,Approved,0.1467,0
L306639,C106639,Education Loan,1198037.64,24,47900,660,6248.3,8.2,Approved,0.1529,1
L302246,C102246,Home Loan,6415966.01,84,17700,692,2134.62,5.5,Pending,0.2096,0
L309132,C109132,Education Loan,1160404.3,120,68500,694,13453.0,35.7,Approved,0.0545,0
L302694,C102694,Vehicle Loan,537117.55,24,79500,764,5546.22,19.9,Approved,0.0617,0
L306777,C106777,Vehicle Loan,568783.98,60,72400,661,17721.93,7.9,Approved,0.1562,0
L309407,C109407,Personal Loan,101119.52,60,82800,587,8851.62,12.9,Pending,0.165,0
L306701,C106701,Home Loan,2298744.04,120,47800,831,6014.97,0.5,Approved,0.087,0
L306578,C106578,Education Loan,732468.95,24,146700,563,15145.38,3.5,Pending,0.1691,0
L308177,C108177,Home Loan,2967123.78,36,92400,693,25380.93,1.4,Pending,0.2514,0
L304201,C104201,Personal Loan,638458.14,180,61800,736,13756.79,6.5,Approved,0.1211,0
L305058,C105058,Education Loan,1345554.44,60,65800,697,8606.56,3.5,Pending,0.1389,0
L302465,C102465,Business Loan,992505.55,120,87500,640,30360.88,3.5,Pending,0.2648,0
L305345,C105345,Business Loan,1652743.79,12,65100,675,5941.15,11.7,Approved,0.1559,0
L305906,C105906,Home Loan,3819040.18,36,64200,631,13554.72,11.6,Approved,0.166,1
L305513,C105513,Personal Loan,237827.76,84,37000,751,9183.79,20.7,Approved,0.1248,0
L300989,C100989,Home Loan,7908670.09,12,89900,718,10453.44,8.1,Approved,0.2034,0
L304818,C104818,Home Loan,1319431.74,60,68300,570,12562.52,5.1,Approved,0.2752,0
L306135,C106135,Personal Loan,327495.38,24,14700,707,3810.73,6.5,Approved,0.2852,0
L305584,C105584,Education Loan,657855.17,84,122800,696,36827.28,15.0,Approved,0.1305,1
L306126,C106126,Business Loan,535856.61,84,61200,664,15183.11,5.3,Approved,0.1807,0
L305175,C105175,Personal Loan,252878.97,12,120100,548,20900.77,3.1,Pending,0.2868,0
L304933,C104933,Personal Loan,281675.3,84,69900,677,26353.71,14.1,Approved,0.1589,0
L305792,C105792,Business Loan,4053206.84,36,79900,668,3639.21,12.5,Pending,0.1629,0
L303277,C103277,Vehicle Loan,268254.94,36,110700,778,0.0,4.2,Approved,0.0598,0
L306505,C106505,Personal Loan,203862.94,36,85000,613,17035.79,9.6,Pending,0.2462,1
L307350,C107350,Vehicle Loan,1348542.02,180,23400,779,4633.78,28.0,Approved,0.089,1
L301060,C101060,Vehicle Loan,723703.67,36,89700,648,27736.22,11.1,Approved,0.3089,0
L305277,C105277,Education Loan,1767802.37,24,87200,576,11321.32,14.6,Pending,0.1661,0
L308095,C108095,Personal Loan,786189.28,36,72300,659,2878.08,5.0,Approved,0.1671,1
L304253,C104253,Business Loan,392081.42,36,53300,517,14910.62,10.7,Approved,0.3035,1
L305959,C105959,Personal Loan,141065.02,36,56400,603,15306.01,12.9,Approved,0.2273,0
L300876,C100876,Home Loan,4073674.02,120,36000,796,7194.34,10.7,Approved,0.0634,0
L300310,C100310,Vehicle Loan,1378687.73,60,59000,637,4662.27,12.1,Approved,0.1224,0
L300045,C100045,Home Loan,1862919.68,180,52700,635,12938.78,35.1,Approved,0.1258,1
L306395,C106395,Education Loan,1189698.66,60,112200,700,30867.94,1.8,Approved,0.1579,0
L300237,C100237,Home Loan,1487159.06,12,47400,769,6922.98,10.4,Approved,0.093,0
L307330,C107330,Home Loan,2622772.39,180,71100,668,12110.52,6.5,Approved,0.1579,1
L308557,C108557,Education Loan,1166555.98,60,26200,705,1608.28,9.6,Approved,0.1169,0
L303986,C103986,Vehicle Loan,1056909.45,180,67500,682,12898.31,6.3,Approved,0.1303,0
L302334,C102334,Education Loan,283359.67,36,84800,688,0.0,11.9,Approved,0.0826,1
L307400,C107400,Home Loan,4804181.57,120,163200,699,12907.17,19.5,Approved,0.0733,0
L303866,C103866,Vehicle Loan,822441.58,84,31700,705,7777.52,13.6,Pending,0.1743,0
L300653,C100653,Personal Loan,401577.88,180,72100,737,3007.65,31.0,Approved,0.0766,0
L309864,C109864,Personal Loan,623129.74,60,62500,593,13217.81,25.2,Approved,0.116,0
L301926,C101926,Vehicle Loan,190205.14,24,56900,558,0.0,5.1,Approved,0.2836,0
L303273,C103273,Education Loan,1884135.83,120,74300,786,17739.48,12.1,Pending,0.1082,0
L301666,C101666,Personal Loan,750532.15,24,50400,546,8922.05,21.2,Approved,0.1731,0
L303679,C103679,Business Loan,1982167.7,36,82000,631,10085.47,22.4,Pending,0.1203,0
L309621,C109621,Home Loan,7541048.34,24,61500,590,9068.98,12.1,Approved,0.2213,1
L301961,C101961,Business Loan,2926347.86,24,83800,719,0.0,26.2,Approved,0.0373,0
L304268,C104268,Vehicle Loan,1445220.17,12,8300,704,1128.98,0.5,Approved,0.4646,1
L304751,C104751,Personal Loan,151346.42,60,8000,705,43.98,4.3,Approved,0.1049,0
L303362,C103362,Vehicle Loan,417913.53,24,96100,649,18608.16,0.7,Approved,0.1984,0
L306308,C106308,Home Loan,4943815.0,84,74400,529,12255.47,7.9,Approved,0.3868,0
L306143,C106143,Education Loan,791012.31,24,40200,759,5725.83,33.6,Pending,0.0431,0
L301141,C101141,Personal Loan,419410.76,180,88500,610,19432.1,8.7,Pending,0.2,0
L300943,C100943,Home Loan,5751955.32,24,46900,667,10116.97,10.6,Approved,0.2158,0
L302004,C102004,Home Loan,5050353.81,24,23500,788,3257.65,25.6,Pending,0.1346,0
L307230,C107230,Vehicle Loan,1468780.59,180,72200,727,9128.02,13.6,Pending,0.0751,0
L307624,C107624,Personal Loan,595788.02,24,25200,729,4233.21,32.7,Approved,0.0533,0
L308548,C108548,Vehicle Loan,1461712.55,12,62100,618,7395.45,1.2,Approved,0.2205,1
L305926,C105926,Vehicle Loan,1430088.03,24,82100,754,9125.67,14.3,Approved,0.1062,0
L301010,C101010,Business Loan,2222877.18,12,30900,672,0.0,9.3,Approved,0.169,0
L304538,C104538,Vehicle Loan,1394397.69,84,70500,615,5669.75,25.3,Approved,0.126,0
L304663,C104663,Personal Loan,146474.17,84,32000,746,4103.35,8.4,Pending,0.0835,0
L302042,C102042,Education Loan,1615790.06,12,77700,694,20681.95,13.9,Approved,0.2066,0
L305422,C105422,Home Loan,6843331.74,60,38400,516,0.0,2.7,Pending,0.2515,1
L302045,C102045,Home Loan,4693984.85,36,53600,744,6799.51,24.3,Approved,0.0781,0
L308662,C108662,Education Loan,939567.05,120,15500,707,0.0,22.3,Approved,0.0591,0
L306760,C106760,Business Loan,4146293.73,24,68100,742,19250.81,0.5,Approved,0.2452,0
L303724,C103724,Home Loan,1279711.81,84,71800,591,15504.18,0.0,Pending,0.2912,0
L303700,C103700,Vehicle Loan,547184.19,180,66300,747,13321.95,3.8,Approved,0.0999,0
L304292,C104292,Home Loan,2115064.71,12,105400,696,12900.41,15.7,Approved,0.0893,0
L308175,C108175,Home Loan,7324280.74,120,52200,589,12263.59,16.1,Approved,0.2735,0
L309012,C109012,Education Loan,929141.13,84,18200,648,2553.07,17.4,Approved,0.1638,0
L308053,C108053,Personal Loan,277246.0,12,87800,627,22762.02,13.4,Approved,0.1445,0
L302291,C102291,Vehicle Loan,1485512.68,12,48800,728,15053.6,2.9,Pending,0.2189,0
L305332,C105332,Education Loan,539991.6,120,42000,688,12478.42,4.1,Pending,0.2241,0
L309924,C109924,Personal Loan,434621.4,120,53400,741,13931.6,0.8,Approved,0.1368,0
L307040,C107040,Vehicle Loan,1118048.91,12,47900,775,11605.58,5.4,Approved,0.1692,0
L303662,C103662,Business Loan,1775448.91,24,48500,650,5124.38,10.6,Approved,0.1558,0
L307521,C107521,Vehicle Loan,924863.58,60,66600,630,19818.04,26.9,Approved,0.1539,0
L300386,C100386,Home Loan,7678242.6,180,54500,587,11001.16,1.3,Pending,0.3416,0
L306534,C106534,Education Loan,145763.15,24,76700,710,1697.19,34.3,Approved,0.0459,0
L300063,C100063,Home Loan,5360788.35,180,91900,626,5757.6,26.1,Approved,0.122,0
L308855,C108855,Personal Loan,447556.44,12,96200,742,19311.53,3.7,Pending,0.1392,0
L304295,C104295,Vehicle Loan,520991.86,120,88900,695,21478.14,31.4,Approved,0.0567,0
L306465,C106465,Personal Loan,395956.67,24,62900,698,2455.57,14.8,Approved,0.083,0
L308928,C108928,Vehicle Loan,221262.13,84,161500,652,11374.28,9.6,Approved,0.1154,0
L306220,C106220,Education Loan,1157213.92,24,76000,652,17376.22,10.3,Pending,0.1929,0
L303779,C103779,Business Loan,2719542.5,12,75000,671,18467.32,8.4,Approved,0.1703,1
L307810,C107810,Education Loan,543576.76,60,88200,765,21577.83,12.2,Approved,0.1221,0
L302939,C102939,Home Loan,2764221.48,180,59100,793,5135.03,3.9,Pending,0.0616,0
L304097,C104097,Personal Loan,105421.02,60,110200,625,39789.22,2.7,Approved,0.2982,0
L309718,C109718,Vehicle Loan,1465347.04,36,61100,850,15882.83,13.7,Pending,0.0464,0
L308146,C108146,Vehicle Loan,721867.96,84,45500,811,200.38,15.7,Approved,0.0431,0
L302024,C102024,Personal Loan,197744.98,24,89100,727,288.49,1.1,Approved,0.1146,0
L307646,C107646,Home Loan,7379203.02,24,58900,510,0.0,10.7,Approved,0.3366,0
L305748,C105748,Vehicle Loan,805368.35,60,31800,615,3229.89,30.5,Pending,0.1393,0
L304972,C104972,Home Loan,2757448.02,120,63800,715,0.0,22.1,Approved,0.0416,0
L301029,C101029,Education Loan,1363131.35,84,68000,646,9871.09,4.0,Approved,0.2131,0
L304137,C104137,Home Loan,1874990.48,12,45400,711,0.0,2.3,Approved,0.1258,0
L304010,C104010,Education Loan,601378.65,120,112600,739,23380.58,11.5,Approved,0.0772,0
L305618,C105618,Business Loan,603163.78,24,72500,626,16182.29,31.3,Pending,0.1546,1
L305550,C105550,Business Loan,2662581.7,120,16300,718,1889.37,17.3,Approved,0.0802,0
L302660,C102660,Personal Loan,475152.74,84,12500,641,1543.2,6.1,Pending,0.1125,0
L307667,C107667,Education Loan,1493924.14,24,117800,613,22171.07,16.8,Approved,0.2162,0
L304881,C104881,Personal Loan,349104.6,36,66700,740,4794.05,19.7,Pending,0.0802,0
L306810,C106810,Vehicle Loan,1283204.12,60,39000,755,7000.55,20.2,Approved,0.1027,0
L307707,C107707,Home Loan,3961312.08,84,68600,654,16541.66,12.6,Pending,0.1329,0
L301332,C101332,Business Loan,2456001.47,36,59800,775,4257.89,12.3,Approved,0.0816,1
L308111,C108111,Home Loan,7600091.38,12,97700,817,13997.21,9.0,Pending,0.1272,0
L307372,C107372,Home Loan,2666538.4,180,28100,588,0.0,21.6,Approved,0.1377,1
L309695,C109695,Education Loan,1723878.41,36,120800,721,32170.46,15.2,Pending,0.0978,0
L300288,C100288,Business Loan,4708772.64,36,57900,755,2781.75,5.8,Pending,0.1265,1
L303671,C103671,Education Loan,154606.54,84,54400,541,10150.56,1.3,Approved,0.2576,1
L300272,C100272,Business Loan,639706.36,12,33700,594,4771.67,1.7,Approved,0.3262,1
L303188,C103188,Education Loan,858906.78,180,59400,618,23454.65,1.1,Pending,0.3168,0
L307561,C107561,Vehicle Loan,1285402.79,36,85800,653,13942.19,0.9,Approved,0.1709,0
L306046,C106046,Home Loan,2100365.36,180,8000,638,1076.82,3.3,Approved,0.1887,0
L301629,C101629,Vehicle Loan,1440500.69,120,35500,739,6018.07,2.6,Approved,0.1999,0
L306832,C106832,Personal Loan,238729.3,24,38100,723,11713.77,14.4,Pending,0.1055,0
L305833,C105833,Personal Loan,525181.57,180,92300,736,0.0,8.8,Pending,0.0643,0
L300007,C100007,Home Loan,7529616.12,120,91800,735,19534.72,14.6,Approved,0.0903,0
L304572,C104572,Personal Loan,585935.62,84,49000,742,5256.98,13.3,Pending,0.0871,0
L305041,C105041,Education Loan,1224876.67,84,76000,576,6561.65,5.4,Pending,0.2342,0
L308227,C108227,Business Loan,4729300.81,84,73400,725,13022.42,4.5,Approved,0.1792,0
L306854,C106854,Personal Loan,270124.63,24,49300,652,2808.89,25.5,Approved,0.0831,0
L303683,C103683,Personal Loan,724638.09,120,20800,514,4738.74,16.6,Approved,0.3385,1
L308599,C108599,Home Loan,5680179.39,120,71100,597,24916.47,15.7,Approved,0.3635,0
L309278,C109278,Vehicle Loan,427744.15,180,77700,668,10101.92,15.3,Pending,0.1356,1
L306394,C106394,Business Loan,1375093.26,60,22900,637,5244.49,5.8,Approved,0.2165,1
L303148,C103148,Education Loan,1365270.8,180,65800,620,17948.71,37.8,Approved,0.0744,0
L309371,C109371,Home Loan,7664453.42,60,92900,653,20514.57,7.9,Approved,0.2478,0
L309703,C109703,Business Loan,1645653.36,60,88700,694,11552.06,10.6,Pending,0.1327,0
L307938,C107938,Home Loan,1951073.97,36,57800,536,4346.68,0.8,Approved,0.3092,0
L306674,C106674,Business Loan,1085390.94,180,56300,662,20695.76,19.9,Approved,0.241,1
L309110,C109110,Education Loan,1818680.4,84,64600,685,17302.84,2.1,Pending,0.1615,0
L305923,C105923,Business Loan,3635033.81,36,74900,719,17834.85,12.8,Approved,0.1905,0
L308067,C108067,Education Loan,1293966.26,84,41100,717,12052.32,14.5,Approved,0.1672,0
L307660,C107660,Education Loan,478175.41,60,44700,800,0.0,5.8,Pending,0.0347,0
L301643,C101643,Vehicle Loan,505625.78,180,58400,697,15867.06,9.8,Approved,0.2174,0
L300163,C100163,Education Loan,1935555.16,120,85000,610,26871.25,11.5,Approved,0.2167,1
L307272,C107272,Home Loan,3740197.62,36,62400,693,6084.8,15.9,Pending,0.1327,0
L307074,C107074,Business Loan,1670665.46,180,25900,679,3996.95,13.0,Approved,0.1174,1
L306658,C106658,Vehicle Loan,111569.68,84,66900,769,14772.22,19.8,Approved,0.0621,0
L309726,C109726,Business Loan,3504039.51,24,108400,835,15247.36,26.0,Approved,0.0281,0
L308591,C108591,Business Loan,1732396.42,24,156600,712,29451.92,4.2,Approved,0.1291,0
L306544,C106544,Business Loan,561778.55,120,74500,652,13216.36,4.5,Pending,0.1947,1
L309686,C109686,Business Loan,1195493.66,36,72500,660,8181.68,24.4,Pending,0.0713,0
L307347,C107347,Personal Loan,274454.65,180,26400,755,4865.42,10.7,Approved,0.0847,0
L306488,C106488,Education Loan,185899.92,120,30100,720,5162.33,1.2,Pending,0.1758,0
L309973,C109973,Home Loan,7403510.72,180,39400,638,0.0,18.3,Approved,0.113,1
L304004,C104004,Education Loan,1642538.22,24,91200,750,23586.68,8.8,Approved,0.1129,0
L303609,C103609,Education Loan,751921.38,120,73100,550,6992.1,7.5,Pending,0.2365,0
L304332,C104332,Business Loan,3640440.37,24,109100,635,6943.06,28.8,Pending,0.1097,0
L303533,C103533,Education Loan,874467.93,24,21400,803,0.0,16.3,Approved,0.0476,0
L303756,C103756,Personal Loan,328152.45,36,61000,737,15983.15,15.8,Approved,0.0891,0
L304493,C104493,Business Loan,2154113.79,60,39900,663,237.22,8.9,Approved,0.1042,0
L304075,C104075,Home Loan,2618841.02,60,56100,675,4444.9,0.0,Approved,0.154,0
L302223,C102223,Education Loan,1454417.96,24,21700,626,2213.13,13.1,Pending,0.1609,0
L302463,C102463,Personal Loan,545422.83,84,18200,754,5034.01,17.2,Approved,0.099,0
L306988,C106988,Personal Loan,504739.61,180,12400,653,2359.78,7.3,Approved,0.1654,0
L300759,C100759,Education Loan,1641934.3,180,60400,565,7613.49,14.4,Approved,0.2055,1
L308691,C108691,Education Loan,736447.48,120,94000,597,12138.21,31.0,Pending,0.1081,1
L301479,C101479,Education Loan,1084128.69,120,58300,579,4356.34,5.4,Approved,0.1997,1
L307928,C107928,Home Loan,5703160.18,120,62900,719,18612.86,19.0,Approved,0.1505,0
L306565,C106565,Business Loan,2512228.09,24,76000,636,9220.54,4.4,Pending,0.2001,0
L308644,C108644,Vehicle Loan,537456.75,120,57600,778,6053.57,0.5,Pending,0.0878,0
L302222,C102222,Home Loan,5815301.84,120,97700,490,23137.93,0.9,Approved,0.4603,0
L304898,C104898,Personal Loan,304123.43,60,97400,620,0.0,24.7,Pending,0.1064,0
L306491,C106491,Home Loan,5879355.76,120,94700,651,9869.44,16.9,Approved,0.1615,0
L307002,C107002,Education Loan,622542.5,60,75200,580,21748.95,34.5,Approved,0.1176,0
L304583,C104583,Home Loan,4373571.81,24,59900,635,5108.16,13.3,Approved,0.1655,0
L300534,C100534,Vehicle Loan,1211201.98,36,53300,591,4855.53,20.3,Approved,0.2232,0
L308555,C108555,Home Loan,5721079.75,180,42100,792,10532.15,20.2,Approved,0.0657,1
L307254,C107254,Home Loan,2291980.0,84,52600,693,6380.46,6.2,Approved,0.1031,0
L306744,C106744,Vehicle Loan,966745.54,120,50100,681,0.0,29.9,Pending,0.0786,0
L309874,C109874,Vehicle Loan,641505.97,120,72900,651,10023.38,18.5,Pending,0.0939,0
L308738,C108738,Education Loan,131645.29,12,17900,680,4048.7,8.8,Pending,0.1627,0
L308628,C108628,Home Loan,3935086.43,60,11300,687,4133.37,4.9,Approved,0.3411,0
L306907,C106907,Home Loan,7826945.57,60,74900,632,18897.84,0.3,Approved,0.2613,0
L306523,C106523,Home Loan,3817694.82,36,99300,560,25122.06,14.6,Approved,0.2173,0
L305706,C105706,Education Loan,1538204.67,180,34700,795,6306.15,12.5,Pending,0.0846,0
L302641,C102641,Vehicle Loan,773255.05,36,23500,597,4111.36,6.2,Pending,0.2125,1
L306416,C106416,Personal Loan,138791.61,36,71000,686,8290.4,5.5,Approved,0.1173,0
L303322,C103322,Education Loan,1605180.08,84,71600,749,11984.62,16.0,Pending,0.0968,0
