account_id,customer_id,account_type,balance,interest_rate,status
A201098,C100854,Savings,36446.73,5.42,Active
A201099,C100855,Savings,32242.13,4.78,Active
A201100,C100855,Salary,121214.04,3.68,Active
A201101,C100856,Savings,126518.22,3.28,Active
A201102,C100857,Salary,313632.72,5.94,Active
A201103,C100858,Salary,119694.66,4.01,Dormant
A201104,C100859,Salary,78566.15,3.76,Active
A201105,C100860,Savings,71793.36,3.25,Active
A201106,C100861,Current,235643.5,2.85,Active
A201107,C100861,Savings,185155.64,5.0,Active
A201108,C100862,Salary,245248.77,4.42,Active
A201109,C100862,Premium,158066.8,5.66,Active
A201110,C100863,Current,447512.45,5.56,Dormant
A201111,C100864,Premium,117474.89,5.54,Active
A201112,C100865,Savings,69552.28,2.52,Active
A201113,C100865,Premium,194177.67,5.17,Active
A201114,C100866,Savings,81266.42,6.12,Dormant
A201115,C100867,Savings,157977.89,4.56,Active
A201116,C100867,Premium,196702.16,5.68,Active
A201117,C100868,Salary,184726.71,6.36,Active
A201118,C100869,Premium,144389.62,3.09,Active
A201119,C100869,Savings,154037.42,6.05,Dormant
A201120,C100870,Savings,55123.8,4.86,Active
A201121,C100870,Salary,147915.75,2.83,Active
A201122,C100871,Salary,110668.57,5.23,Active
A201123,C100872,Savings,274649.61,5.2,Dormant
A201124,C100873,Salary,177594.23,4.23,Active
A201125,C100873,Savings,130517.5,3.09,Active
A201126,C100874,Savings,298264.28,3.21,Active
A201127,C100874,Savings,92297.5,3.16,Active
A201128,C100875,Current,32238.71,5.22,Active
A201129,C100876,Savings,122159.53,6.47,Dormant
A201130,C100877,Savings,172930.89,3.56,Dormant
A201131,C100878,Salary,180173.35,4.48,Dormant
A201132,C100879,Salary,62984.09,4.98,Active
A201133,C100880,Current,185230.99,2.98,Active
A201134,C100881,Salary,131836.25,3.01,Active
A201135,C100882,Savings,150285.6,5.88,Active
A201136,C100883,Premium,77518.71,3.69,Active
A201137,C100883,Savings,115700.78,6.11,Active
A201138,C100884,Savings,93286.97,4.73,Dormant
A201139,C100885,Current,287345.85,3.88,Active
A201140,C100886,Savings,91460.45,3.44,Dormant
A201141,C100887,Savings,157627.76,5.57,Dormant
A201142,C100887,Savings,111001.12,5.97,Active
A201143,C100888,Salary,196623.44,5.97,Active
A201144,C100888,Savings,63113.63,5.64,Dormant
A201145,C100889,Salary,45982.3,3.73,Active
A201146,C100890,Savings,126791.77,3.94,Active
A201147,C100891,Savings,100360.81,2.6,Active
A201148,C100892,Salary,271484.87,3.51,Dormant
A201149,C100893,Premium,250638.79,5.79,Active
A201150,C100894,Savings,40987.37,4.01,Active
A201151,C100895,Savings,28003.91,3.18,Active
A201152,C100895,Savings,117101.18,2.98,Active
A201153,C100896,Savings,227088.31,3.59,Active
A201154,C100897,Savings,48849.98,4.19,Active
A201155,C100898,Savings,188044.81,5.92,Active
A201156,C100899,Premium,122447.27,3.88,Active
A201157,C100899,Premium,101015.88,3.74,Dormant
A201158,C100900,Salary,85053.56,6.05,Active
A201159,C100901,Salary,49733.22,3.79,Active
A201160,C100901,Current,134525.14,5.81,Dormant
A201161,C100902,Savings,72645.68,3.15,Active
A201162,C100903,Salary,282143.15,4.97,Active
A201163,C100904,Savings,175694.08,3.93,Dormant
A201164,C100905,Salary,65998.88,3.96,Active
A201165,C100905,Salary,65435.61,4.05,Dormant
A201166,C100906,Savings,144655.22,5.0,Active
A201167,C100907,Current,82086.75,4.96,Active
A201168,C100907,Savings,54119.79,6.21,Dormant
A201169,C100908,Premium,317400.74,3.37,Active
A201170,C100909,Salary,81345.78,5.8,Active
A201171,C100910,Current,60484.9,6.4,Dormant
A201172,C100911,Salary,226398.95,6.34,Active
A201173,C100912,Savings,152979.4,2.72,Active
A201174,C100913,Savings,148689.74,2.95,Active
A201175,C100914,Savings,190942.6,3.16,Active
A201176,C100914,Savings,131877.08,5.67,Active
A201177,C100915,Premium,349512.92,3.08,Active
A201178,C100915,Savings,349113.19,3.39,Active
A201179,C100916,Savings,224700.76,5.89,Active
A201180,C100917,Current,57727.3,6.23,Dormant
A201181,C100917,Current,178928.51,3.87,Dormant
A201182,C100918,Savings,22752.48,6.11,Active
A201183,C100918,Salary,45014.35,4.09,Dormant
A201184,C100919,Savings,280479.3,3.07,Active
A201185,C100920,Savings,81503.13,6.44,Active
A201186,C100921,Savings,39700.58,4.29,Active
A201187,C100922,Savings,104062.03,5.0,Active
A201188,C100923,Salary,156957.46,3.65,Active
A201189,C100924,Savings,141219.52,2.57,Dormant
A201190,C100925,Savings,78641.63,3.43,Active
A201191,C100926,Premium,28918.7,5.23,Active
A201192,C100927,Salary,105810.51,4.69,Active
A201193,C100927,Savings,38453.28,2.89,Dormant
A201194,C100928,Salary,16812.17,3.87,Active
A201195,C100928,Savings,15633.4,3.46,Active
A201196,C100929,Savings,144240.27,4.7,Dormant
A201197,C100929,Savings,103796.1,6.33,Active
A201198,C100930,Savings,13486.07,6.39,Active
A201199,C100931,Salary,196624.75,6.28,Active
A201200,C100932,Savings,123941.95,4.82,Dormant
A201201,C100933,Savings,129308.04,5.58,Active
A201202,C100934,Savings,184520.96,5.79,Dormant
A201203,C100935,Savings,216856.0,5.96,Active
A201204,C100936,Current,175033.64,2.52,Active
A201205,C100937,Salary,29303.98,4.02,Dormant
A201206,C100938,Savings,210458.68,6.25,Active
A201207,C100939,Current,276148.97,2.74,Active
A201208,C100939,Savings,253018.67,3.41,Dormant
A201209,C100940,Savings,104822.88,3.66,Dormant
A201210,C100941,Savings,124836.12,5.14,Active
A201211,C100942,Salary,104357.36,3.02,Active
A201212,C100943,Salary,27160.99,6.14,Dormant
A201213,C100944,Savings,33945.18,5.07,Active
A201214,C100945,Salary,187355.31,2.86,Dormant
A201215,C100946,Savings,153412.02,5.64,Active
A201216,C100947,Salary,80551.38,3.41,Active
A201217,C100947,Savings,164793.18,5.33,Active
A201218,C100948,Current,75356.01,3.21,Active
A201219,C100949,Savings,183617.21,5.48,Active
A201220,C100950,Savings,118973.55,2.84,Dormant
A201221,C100951,Premium,86464.03,4.95,Active
A201222,C100952,Premium,77755.69,5.6,Active
A201223,C100952,Savings,268369.0,2.54,Active
A201224,C100953,Premium,130845.09,5.48,Dormant
A201225,C100954,Savings,63791.55,3.67,Active
A201226,C100954,Savings,157389.87,5.69,Active
A201227,C100955,Current,64654.56,2.67,Active
A201228,C100955,Savings,79581.37,5.4,Active
A201229,C100956,Salary,278934.84,2.75,Active
A201230,C100957,Savings,161109.07,5.94,Active
A201231,C100958,Premium,157311.47,6.22,Active
A201232,C100959,Savings,226944.31,4.33,Active
A201233,C100960,Savings,136091.39,5.92,Dormant
A201234,C100960,Savings,181517.07,5.33,Active
A201235,C100961,Premium,131814.18,4.14,Active
A201236,C100962,Savings,92134.77,6.14,Active
A201237,C100963,Salary,144332.71,2.65,Active
A201238,C100964,Savings,372823.21,5.11,Active
A201239,C100964,Savings,372586.6,4.4,Dormant
A201240,C100965,Salary,103943.71,4.21,Dormant
A201241,C100966,Salary,35364.07,5.79,Active
A201242,C100966,Current,155904.15,4.59,Active
A201243,C100967,Savings,142621.51,3.1,Dormant
A201244,C100968,Premium,149127.7,3.98,Active
A201245,C100969,Salary,47047.02,3.95,Active
A201246,C100970,Savings,294295.4,3.08,Active
A201247,C100971,Salary,62612.85,2.65,Dormant
A201248,C100972,Savings,160124.3,3.22,Active
A201249,C100972,Current,69071.89,4.78,Active
A201250,C100973,Savings,28875.28,3.72,Active
A201251,C100974,Savings,76376.39,3.56,Active
A201252,C100975,Savings,21252.99,4.31,Active
A201253,C100975,Savings,86758.89,4.04,Active
A201254,C100976,Savings,7165.22,3.12,Dormant
A201255,C100976,Savings,82254.78,3.22,Active
A201256,C100977,Current,141036.22,3.13,Active
A201257,C100978,Savings,41611.14,3.14,Active
A201258,C100979,Salary,360969.57,5.54,Active
A201259,C100980,Current,297164.88,3.28,Active
A201260,C100981,Savings,419945.06,2.54,Active
A201261,C100982,Savings,77440.36,5.48,Active
A201262,C100983,Salary,35426.52,3.48,Active
A201263,C100984,Savings,79200.27,4.58,Active
A201264,C100985,Savings,110499.33,5.83,Active
A201265,C100986,Savings,239266.12,4.76,Active
A201266,C100987,Savings,118564.05,5.19,Active
A201267,C100988,Salary,128728.18,6.42,Dormant
A201268,C100989,Savings,46596.9,5.02,Active
A201269,C100990,Salary,80122.98,6.49,Active
A201270,C100991,Savings,273052.86,5.85,Active
A201271,C100992,Savings,31765.95,3.59,Active
A201272,C100993,Savings,42964.13,3.08,Active
A201273,C100994,Savings,236145.32,3.11,Dormant
A201274,C100994,Salary,284538.19,6.26,Dormant
A201275,C100995,Salary,184911.21,4.63,Active
A201276,C100996,Savings,123514.22,6.31,Active
A201277,C100997,Premium,112056.22,3.63,Active
A201278,C100998,Savings,66299.42,5.37,Active
A201279,C100998,Premium,98476.09,6.34,Active
A201280,C100999,Salary,354660.04,5.36,Active
A201281,C101000,Premium,113214.4,4.02,Dormant
A201282,C101001,Current,16352.46,4.13,Active
A201283,C101001,Salary,142369.89,2.56,Active
A201284,C101002,Savings,119002.7,5.7,Active
A201285,C101002,Premium,134074.35,3.06,Dormant
A201286,C101003,Savings,111383.57,4.77,Active
A201287,C101004,Savings,186027.99,5.39,Active
A201288,C101004,Current,170195.24,4.1,Active
A201289,C101005,Salary,267633.83,4.52,Active
A201290,C101005,Savings,328228.01,4.78,Dormant
A201291,C101006,Premium,198371.55,5.61,Active
A201292,C101006,Savings,167132.55,5.59,Active
A201293,C101007,Savings,16195.99,6.35,Active
A201294,C101008,Salary,72533.21,3.82,Active
A201295,C101008,Premium,91241.56,3.09,Active
A201296,C101009,Premium,34988.89,5.25,Active
A201297,C101009,Savings,51317.44,5.6,Active
A201298,C101010,Salary,81988.92,5.86,Active
A201299,C101011,Salary,24099.45,2.9,Active
A201300,C101012,Premium,120906.46,4.59,Active
A201301,C101013,Current,50616.33,4.95,Active
A201302,C101014,Premium,197380.53,3.62,Active
A201303,C101015,Savings,13745.09,6.17,Dormant
A201304,C101016,Savings,151263.8,6.3,Active
A201305,C101017,Savings,88146.55,3.57,Dormant
A201306,C101017,Savings,171169.36,4.74,Active
A201307,C101018,Savings,39272.53,3.8,Active
A201308,C101019,Premium,18357.25,5.47,Active
A201309,C101020,Premium,90489.88,4.78,Active
A201310,C101020,Current,103639.57,2.68,Dormant
A201311,C101021,Salary,31608.79,4.86,Active
A201312,C101022,Savings,54003.56,2.69,Active
A201313,C101023,Savings,138.55,3.87,Dormant
A201314,C101024,Savings,288450.88,4.89,Dormant
A201315,C101025,Salary,12179.64,2.52,Active
A201316,C101026,Salary,259183.67,3.18,Active
A201317,C101027,Savings,89330.59,4.2,Active
A201318,C101028,Salary,85062.74,3.38,Active
A201319,C101028,Premium,79885.89,6.21,Dormant
A201320,C101029,Savings,90678.85,4.05,Dormant
A201321,C101030,Savings,216303.32,2.53,Active
A201322,C101031,Salary,149244.0,3.19,Active
A201323,C101032,Savings,148926.44,3.28,Dormant
A201324,C101033,Salary,107004.5,4.25,Active
A201325,C101033,Premium,50368.28,4.15,Dormant
A201326,C101034,Current,91597.98,4.34,Active
A201327,C101035,Salary,12217.03,6.17,Active
A201328,C101035,Savings,8627.0,5.54,Active
A201329,C101036,Savings,63498.41,5.78,Dormant
A201330,C101037,Salary,74919.66,5.12,Active
A201331,C101038,Savings,185523.75,5.36,Active
A201332,C101039,Premium,239030.47,4.65,Active
A201333,C101040,Premium,95991.24,2.59,Dormant
A201334,C101040,Salary,98741.17,5.33,Dormant
A201335,C101041,Salary,123402.0,3.85,Active
A201336,C101041,Salary,207999.47,4.3,Active
A201337,C101042,Salary,108439.49,3.14,Dormant
A201338,C101043,Savings,52695.49,3.41,Active
A201339,C101044,Current,425597.55,5.04,Active
A201340,C101045,Current,76825.11,4.3,Active
A201341,C101046,Savings,68269.77,5.82,Active
A201342,C101046,Savings,14735.83,4.92,Active
A201343,C101047,Savings,79982.76,4.84,Active
A201344,C101048,Savings,120316.47,4.06,Dormant
A201345,C101049,Salary,41860.9,4.37,Dormant
A201346,C101050,Savings,400101.22,5.33,Dormant
A201347,C101050,Salary,323989.38,5.57,Active
A201348,C101051,Salary,205101.12,5.78,Active
A201349,C101052,Salary,179832.89,2.65,Active
A201350,C101053,Salary,46459.58,3.37,Active
A201351,C101054,Salary,108807.96,5.31,Dormant
A201352,C101054,Savings,126924.01,3.56,Active
A201353,C101055,Premium,176154.07,3.44,Active
A201354,C101056,Savings,88273.65,5.19,Active
A201355,C101057,Savings,103456.2,3.89,Active
A201356,C101057,Savings,277558.85,5.97,Active
A201357,C101058,Salary,49317.1,4.7,Active
A201358,C101059,Savings,51252.48,4.18,Dormant
A201359,C101059,Savings,31778.59,5.8,Active
A201360,C101060,Savings,107190.01,3.11,Dormant
A201361,C101060,Current,54291.94,2.83,Active
A201362,C101061,Savings,132172.83,5.89,Dormant
A201363,C101062,Savings,65756.38,4.13,Active
A201364,C101063,Savings,91021.77,3.15,Dormant
A201365,C101063,Savings,112478.1,3.59,Active
A201366,C101064,Salary,63748.64,3.44,Active
A201367,C101064,Savings,227573.56,5.09,Active
A201368,C101065,Current,36973.01,3.29,Active
A201369,C101066,Savings,348429.89,6.31,Active
A201370,C101066,Savings,178826.06,3.05,Dormant
A201371,C101067,Premium,193623.15,5.99,Dormant
A201372,C101068,Salary,142624.15,4.94,Active
A201373,C101068,Salary,90545.21,6.33,Dormant
A201374,C101069,Salary,31140.67,5.22,Active
A201375,C101070,Savings,24892.86,2.66,Active
A201376,C101071,Salary,91385.6,5.7,Dormant
A201377,C101071,Premium,175637.51,3.07,Active
A201378,C101072,Salary,86353.84,4.19,Active
A201379,C101072,Salary,246068.25,5.3,Active
A201380,C101073,Current,144835.27,3.1,Active
A201381,C101074,Savings,133527.65,4.93,Dormant
A201382,C101075,Savings,42402.03,4.63,Active
A201383,C101075,Current,152337.94,2.96,Active
A201384,C101076,Salary,143895.11,5.48,Dormant
A201385,C101077,Savings,306875.87,6.01,Active
A201386,C101078,Savings,317699.62,3.49,Active
A201387,C101078,Savings,307258.71,3.05,Active
A201388,C101079,Savings,71330.61,6.0,Active
A201389,C101080,Savings,83438.27,5.05,Active
A201390,C101080,Salary,176564.23,5.16,Active
A201391,C101081,Savings,0.0,2.91,Active
A201392,C101082,Savings,124297.69,4.56,Active
A201393,C101083,Savings,150215.65,4.17,Active
A201394,C101083,Savings,51923.51,6.01,Active
A201395,C101084,Salary,104513.6,3.08,Dormant
A201396,C101085,Savings,64623.69,4.85,Dormant
A201397,C101086,Savings,100920.27,4.42,Active
A201398,C101087,Savings,90597.02,5.47,Active
A201399,C101087,Savings,171887.99,5.16,Active
A201400,C101088,Savings,169075.36,5.04,Dormant
A201401,C101088,Salary,117654.68,4.39,Dormant
A201402,C101089,Salary,163224.02,3.44,Dormant
A201403,C101090,Savings,185758.33,5.39,Dormant
A201404,C101091,Savings,243425.59,4.17,Active
A201405,C101091,Savings,35430.94,6.25,Active
A201406,C101092,Salary,273758.86,5.17,Active
A201407,C101092,Savings,119554.92,3.15,Active
A201408,C101093,Savings,258805.89,6.17,Dormant
A201409,C101094,Salary,51762.16,4.99,Active
A201410,C101095,Savings,275086.97,2.54,Active
A201411,C101095,Savings,142191.19,5.23,Active
A201412,C101096,Savings,142851.57,4.16,Active
A201413,C101097,Savings,239638.6,6.32,Active
A201414,C101098,Current,70151.12,4.45,Active
A201415,C101099,Salary,48942.6,4.84,Active
A201416,C101100,Savings,205711.14,3.26,Active
A201417,C101101,Salary,190347.97,6.36,Dormant
A201418,C101101,Savings,148118.25,3.14,Active
A201419,C101102,Salary,105599.06,4.1,Active
A201420,C101102,Savings,61141.29,2.87,Active
A201421,C101103,Salary,112410.71,3.18,Active
A201422,C101104,Current,0.0,6.35,Active
A201423,C101105,Salary,74128.0,3.12,Active
A201424,C101105,Salary,71687.76,4.78,Dormant
A201425,C101106,Premium,9852.48,3.14,Active
A201426,C101106,Savings,119130.89,4.64,Active
A201427,C101107,Salary,236850.48,3.53,Active
A201428,C101108,Savings,173455.87,5.84,Active
A201429,C101108,Salary,85917.01,3.48,Active
A201430,C101109,Savings,146046.87,4.09,Dormant
A201431,C101110,Salary,124230.43,5.42,Dormant
A201432,C101110,Savings,148299.52,6.08,Active
A201433,C101111,Premium,216817.7,5.34,Dormant
A201434,C101112,Savings,110469.46,2.58,Dormant
A201435,C101113,Premium,83504.86,4.97,Active
A201436,C101113,Current,41485.83,5.43,Active
A201437,C101114,Premium,373436.32,5.04,Dormant
A201438,C101115,Salary,75899.26,2.57,Dormant
A201439,C101115,Savings,74066.19,4.08,Active
A201440,C101116,Savings,86004.72,5.56,Active
A201441,C101117,Savings,201529.67,5.43,Dormant
A201442,C101118,Salary,33233.22,4.41,Active
A201443,C101119,Salary,159549.48,6.3,Active
A201444,C101120,Current,122353.04,4.87,Active
A201445,C101121,Current,85636.33,2.6,Active
A201446,C101122,Savings,255209.33,4.76,Active
A201447,C101122,Savings,59707.94,3.65,Active
A201448,C101123,Savings,129816.79,4.51,Dormant
A201449,C101124,Premium,66102.69,2.56,Active
A201450,C101125,Salary,83776.97,3.38,Active
A201451,C101126,Savings,70341.55,6.06,Dormant
A201452,C101127,Salary,111002.41,5.77,Active
A201453,C101128,Savings,53777.72,4.28,Active
A201454,C101129,Savings,34118.82,2.64,Active
A201455,C101130,Salary,179623.7,6.1,Dormant
A201456,C101131,Savings,104579.97,5.99,Active
A201457,C101131,Savings,31080.83,5.06,Active
A201458,C101132,Current,0.0,5.15,Active
A201459,C101132,Current,11845.91,2.87,Active
A201460,C101133,Savings,127603.66,6.35,Dormant
A201461,C101134,Savings,200985.03,4.95,Active
A201462,C101134,Salary,126509.64,6.09,Active
A201463,C101135,Salary,156921.67,6.4,Active
A201464,C101136,Savings,12310.37,6.08,Dormant
A201465,C101136,Savings,12858.06,6.35,Active
A201466,C101137,Salary,84782.35,4.99,Active
A201467,C101138,Savings,141003.44,3.81,Active
A201468,C101139,Salary,30916.05,6.41,Dormant
A201469,C101140,Salary,252716.84,5.82,Active
A201470,C101141,Salary,100230.35,2.77,Active
A201471,C101142,Savings,185503.82,6.34,Active
A201472,C101142,Salary,148211.6,4.26,Dormant
A201473,C101143,Savings,290919.95,5.37,Dormant
A201474,C101144,Savings,167330.23,3.89,Active
A201475,C101144,Salary,153483.75,6.13,Active
A201476,C101145,Salary,181581.14,5.28,Active
A201477,C101146,Savings,240797.29,6.13,Dormant
A201478,C101147,Premium,25370.99,5.33,Active
A201479,C101148,Savings,85198.53,4.7,Active
A201480,C101149,Salary,174841.9,3.37,Dormant
A201481,C101150,Savings,203296.94,3.05,Active
A201482,C101150,Salary,141526.02,5.48,Dormant
A201483,C101151,Savings,173975.59,4.3,Dormant
A201484,C101151,Salary,107156.79,2.55,Active
A201485,C101152,Savings,0.0,3.63,Active
A201486,C101153,Savings,114142.12,6.17,Dormant
A201487,C101154,Savings,164839.58,3.1,Active
A201488,C101154,Salary,219328.76,3.16,Dormant
A201489,C101155,Savings,52233.6,6.02,Active
A201490,C101156,Savings,179925.88,5.61,Active
A201491,C101156,Savings,118721.51,3.93,Active
A201492,C101157,Savings,33027.85,2.79,Active
A201493,C101158,Savings,196932.06,2.62,Active
A201494,C101159,Salary,46971.2,4.98,Active
A201495,C101159,Savings,17082.31,5.34,Dormant
A201496,C101160,Salary,213683.91,4.48,Active
A201497,C101161,Salary,100592.07,5.06,Active
A201498,C101162,Salary,62752.26,3.83,Active
A201499,C101163,Savings,124673.57,4.05,Active
A201500,C101164,Salary,22338.36,3.37,Active
A201501,C101164,Savings,34481.96,5.77,Active
A201502,C101165,Savings,158351.35,4.71,Dormant
A201503,C101166,Savings,115166.93,5.14,Dormant
A201504,C101166,Savings,436074.61,4.95,Active
A201505,C101167,Premium,167891.29,3.95,Active
A201506,C101168,Savings,59660.78,4.74,Active
A201507,C101169,Savings,347103.74,3.9,Active
A201508,C101170,Current,49655.64,4.11,Active
A201509,C101170,Salary,85947.07,4.61,Active
A201510,C101171,Savings,230520.58,2.64,Active
A201511,C101172,Salary,13752.19,5.55,Dormant
A201512,C101173,Current,229557.44,2.7,Active
A201513,C101174,Salary,10667.15,3.18,Active
A201514,C101175,Salary,13719.82,5.36,Active
A201515,C101176,Savings,58760.26,3.83,Active
A201516,C101177,Current,129032.05,6.08,Active
A201517,C101178,Savings,141601.1,5.53,Active
A201518,C101179,Savings,91375.63,6.32,Active
A201519,C101180,Salary,83983.85,5.42,Active
A201520,C101181,Savings,284499.01,5.97,Active
A201521,C101181,Salary,200404.78,3.68,Active
A201522,C101182,Salary,119238.71,3.06,Active
A201523,C101183,Current,280210.28,3.5,Dormant
A201524,C101183,Savings,209568.75,6.03,Dormant
A201525,C101184,Salary,143993.51,5.82,Dormant
A201526,C101184,Salary,306831.36,4.9,Dormant
A201527,C101185,Savings,237419.01,6.24,Active
A201528,C101186,Salary,403066.45,4.37,Active
A201529,C101187,Savings,18164.14,3.01,Active
A201530,C101188,Salary,60945.29,3.06,Active
A201531,C101189,Savings,34783.74,4.65,Dormant
A201532,C101190,Salary,140330.8,5.49,Active
A201533,C101190,Savings,220559.39,3.05,Dormant
A201534,C101191,Savings,71773.82,4.25,Active
A201535,C101192,Savings,167045.3,4.17,Active
A201536,C101193,Savings,66814.05,3.35,Dormant
A201537,C101193,Savings,150618.23,3.21,Dormant
A201538,C101194,Savings,89576.7,5.85,Active
A201539,C101194,Current,134315.18,3.87,Active
A201540,C101195,Savings,152437.39,3.9,Active
A201541,C101195,Savings,146504.72,5.99,Active
A201542,C101196,Savings,166303.41,2.78,Active
A201543,C101197,Salary,274649.3,3.62,Active
A201544,C101198,Savings,238018.65,3.4,Active
A201545,C101199,Current,51640.95,3.13,Dormant
A201546,C101200,Current,283708.0,4.3,Active
A201547,C101201,Savings,130468.03,4.98,Dormant
A201548,C101202,Savings,363617.51,5.2,Active
A201549,C101203,Salary,75889.21,4.59,Active
A201550,C101204,Savings,319286.41,5.82,Active
A201551,C101204,Premium,54611.37,6.08,Active
A201552,C101205,Savings,337445.32,4.27,Active
A201553,C101206,Current,101038.95,4.99,Dormant
A201554,C101207,Salary,55523.05,4.8,Active
A201555,C101207,Savings,24759.73,5.02,Active
A201556,C101208,Salary,14911.07,3.6,Active
A201557,C101209,Salary,178701.18,3.91,Active
A201558,C101210,Savings,120793.33,2.55,Active
A201559,C101210,Current,109147.58,2.77,Active
A201560,C101211,Savings,213846.11,6.21,Active
A201561,C101212,Savings,129917.55,4.29,Dormant
A201562,C101213,Savings,62884.0,5.17,Active
A201563,C101214,Savings,72931.45,3.49,Active
A201564,C101215,Savings,181557.08,5.55,Active
A201565,C101216,Current,187893.06,3.09,Active
A201566,C101217,Salary,481990.51,3.56,Active
A201567,C101218,Savings,137653.38,5.0,Active
A201568,C101219,Salary,342580.45,4.8,Active
A201569,C101219,Current,98624.39,6.06,Dormant
A201570,C101220,Salary,129426.0,4.82,Dormant
A201571,C101220,Savings,130868.69,5.13,Active
A201572,C101221,Savings,83306.74,4.49,Active
A201573,C101221,Savings,95420.87,4.58,Active
A201574,C101222,Salary,415301.32,2.9,Active
A201575,C101222,Savings,471383.21,6.16,Dormant
A201576,C101223,Savings,53751.51,6.44,Active
A201577,C101224,Savings,287351.93,2.84,Active
A201578,C101224,Savings,231513.54,6.44,Active
A201579,C101225,Salary,103642.13,6.05,Dormant
A201580,C101226,Salary,152897.96,4.93,Active
A201581,C101227,Savings,161343.83,4.01,Active
A201582,C101228,Current,254808.09,3.42,Active
A201583,C101228,Salary,69002.5,5.38,Active
A201584,C101229,Savings,90264.55,3.9,Active
A201585,C101230,Savings,50210.7,5.29,Active
A201586,C101231,Savings,165534.07,4.1,Dormant
A201587,C101231,Salary,49107.65,3.85,Active
A201588,C101232,Current,72259.37,3.3,Active
A201589,C101233,Salary,163274.45,2.68,Active
A201590,C101233,Savings,153520.65,5.58,Dormant
A201591,C101234,Salary,93958.39,4.35,Active
A201592,C101234,Salary,231010.84,5.63,Active
A201593,C101235,Savings,104933.39,5.21,Active
A201594,C101235,Savings,68448.32,4.29,Dormant
A201595,C101236,Savings,121391.4,5.0,Active
A201596,C101237,Current,103740.59,6.36,Dormant
A201597,C101238,Savings,165794.12,4.62,Active
A201598,C101239,Savings,99806.91,2.85,Dormant
A201599,C101240,Savings,61951.04,2.53,Active
A201600,C101241,Current,331660.23,5.82,Active
A201601,C101242,Savings,304148.26,6.42,Active
A201602,C101243,Savings,124949.49,4.96,Active
A201603,C101244,Salary,252400.41,4.27,Active
A201604,C101245,Premium,209396.55,6.24,Dormant
A201605,C101246,Savings,66278.59,4.69,Active
A201606,C101247,Savings,22579.54,3.48,Active
A201607,C101247,Salary,19977.94,4.13,Dormant
A201608,C101248,Salary,76510.31,2.59,Dormant
A201609,C101248,Premium,139440.88,4.39,Dormant
A201610,C101249,Savings,238565.12,4.16,Active
A201611,C101250,Savings,29906.5,4.54,Active
A201612,C101251,Premium,190227.16,2.57,Active
A201613,C101252,Savings,176546.42,3.52,Active
A201614,C101252,Salary,122671.17,2.59,Active
A201615,C101253,Salary,52417.08,4.41,Active
A201616,C101253,Savings,132609.23,6.24,Active
A201617,C101254,Salary,96356.72,3.06,Active
A201618,C101255,Salary,18898.17,3.35,Active
A201619,C101256,Salary,34117.16,4.13,Active
A201620,C101257,Current,123637.56,3.21,Active
A201621,C101258,Savings,179249.46,2.83,Active
A201622,C101259,Savings,175717.6,4.48,Dormant
A201623,C101259,Salary,29410.36,4.62,Active
A201624,C101260,Savings,23635.61,4.21,Active
A201625,C101261,Savings,244287.46,6.15,Active
A201626,C101262,Salary,193353.75,4.03,Active
A201627,C101263,Salary,24618.86,5.83,Active
A201628,C101264,Premium,87046.29,5.74,Active
A201629,C101264,Salary,162533.98,4.83,Active
A201630,C101265,Current,167072.56,2.67,Active
A201631,C101266,Salary,130439.75,5.72,Active
A201632,C101267,Current,281279.36,5.22,Active
A201633,C101268,Savings,166303.27,6.18,Active
A201634,C101269,Savings,234110.77,5.3,Active
A201635,C101270,Salary,194415.91,3.96,Active
A201636,C101270,Savings,383829.25,3.34,Active
A201637,C101271,Savings,340167.35,4.65,Active
A201638,C101271,Savings,126698.07,3.63,Active
A201639,C101272,Savings,238220.06,5.25,Dormant
A201640,C101273,Savings,218410.95,3.58,Dormant
A201641,C101274,Savings,265994.43,3.8,Dormant
A201642,C101274,Savings,0.0,5.68,Active
A201643,C101275,Savings,254132.34,3.66,Dormant
A201644,C101276,Savings,18321.0,3.05,Active
A201645,C101276,Savings,66777.16,3.01,Active
A201646,C101277,Savings,217093.6,4.69,Active
A201647,C101277,Savings,250293.69,4.41,Active
A201648,C101278,Savings,320876.43,3.8,Dormant
A201649,C101279,Premium,173018.45,2.66,Active
A201650,C101279,Savings,116789.53,3.81,Active
A201651,C101280,Premium,83735.07,4.16,Active
A201652,C101280,Salary,165272.0,3.82,Active
A201653,C101281,Savings,277470.1,2.95,Active
A201654,C101282,Salary,34041.4,4.14,Active
A201655,C101283,Savings,203566.61,3.44,Dormant
A201656,C101283,Savings,114693.15,4.33,Active
A201657,C101284,Salary,26352.46,3.02,Active
A201658,C101284,Premium,44492.98,5.08,Active
A201659,C101285,Savings,181375.9,4.88,Active
A201660,C101285,Current,96531.16,4.42,Active
A201661,C101286,Premium,222903.89,4.24,Active
A201662,C101287,Salary,75952.39,4.32,Active
A201663,C101288,Savings,100981.19,6.22,Active
A201664,C101289,Salary,20723.42,4.46,Active
A201665,C101289,Salary,47476.82,3.03,Active
A201666,C101290,Savings,56380.53,3.06,Active
A201667,C101290,Savings,154484.5,3.97,Active
A201668,C101291,Savings,22916.46,6.45,Active
A201669,C101292,Premium,23937.04,3.14,Active
A201670,C101293,Salary,24288.9,3.34,Active
